CloneID	P1Sig	P1STB	P1Cov	P2Sig	P2STB	P2Cov	log P1Sig	log P2Sig	Klasse	Rel exp	Punten
849492	1314	158	97	1318.1422785965647	139	97	7.1808311990445555	7.183978659612986	a	-0.0031524190232607996	0
847936	916	108	128	1050.4174872722901	116	128	6.82001636467413	6.9569429710528725	a	-0.14674398173830805	0
848434	572	74	86	539.838513653865	65	86	6.349138991379798	6.291270046045176	a	0.059576124216206505	0
849038	3716	401	112	3157.104369823958	310	112	8.22040309993373	8.057410547822728	a	0.17702792328250028	0
845994	957	124	80	974.3426831801465	111	80	6.863803391452954	6.881763072545037	a	-0.01812192599806317	0
846412	1054	118	86	1111.8625213467137	111	86	6.960347729101308	7.013791835285025	a	-0.054898027843181874	0
846290	1060	108	117	958.2499361606547	93	117	6.966024187106113	6.8651086376399	a	0.10618322005532232	0
836411	165	26	92	159.46449319314712	24	92	5.10594547390058	5.071821284233792	b	0.034713099424259486	1
849512	305	40	83	397.9297444819818	45	83	5.720311776607412	5.986275468300645	a	-0.30468768682616987	0
820441	3156	332	88	3376.5509200897573	310	88	8.057060681965766	8.124610029632638	a	-0.06988305452780641	0
820236	820	96	89	740.2663628966279	79	89	6.709304340258298	6.607010071292113	a	0.10770938826853893	0
849466	1042	127	83	882.1751320685111	101	83	6.948897222313312	6.782390598731833	a	0.18117135942920304	0
849385	255	38	98	346.7255494199621	43	98	5.541263545158426	5.848533543139779	a	-0.3597080369410277	0
849139	344	47	88	335.0217334057861	44	88	5.840641657373398	5.814195405558888	a	0.026799057192326003	0
846894	441	61	100	395.0037904784378	49	100	6.089044875446846	5.978895361003023	a	0.1164449826313072	0
846667	239	37	87	193.11296423390291	29	87	5.476463551931511	5.263275324591019	a	0.23761758278702438	0
846570	1506	183	122	1531.7369208552755	166	122	7.317212408359839	7.334157612875185	a	-0.017089588881324946	0
846396	201	30	83	197.5018952392189	28	83	5.303304908059076	5.285748180443077	a	0.017711752874796982	0
846160	415	52	94	256.02097531009855	33	94	6.028278520230698	5.545259375928162	a	0.6209609368816065	0
836398	278	38	96	264.7988373207305	34	96	5.627621113690637	5.578970433270474	a	0.04985355227704402	0
849489	1528	180	112	1290.3457155628969	148	112	7.331714969726466	7.16266545801144	a	0.1841787681942506	0
820434	1200	143	91	2301.262823787343	241	91	7.090076835776092	7.741213305062926	a	-0.917719019822786	0
820216	1249	152	116	1420.550668720604	164	116	7.130098510125578	7.258799870295973	a	-0.13735041530873038	0
849450	220	33	91	270.65074532781847	36	91	5.393627546352362	5.600829227082973	a	-0.23023066058099295	0
848654	342	51	73	340.8736414128741	45	73	5.834810737062605	5.831511855570349	a	0.0033043287901559637	0
849103	819	99	77	880.7121550667391	97	77	6.70808408385307	6.780730847313469	a	-0.07535061668710519	0
846842	503	70	68	498.87515760424924	62	68	6.220590170099739	6.212355879288165	a	0.00826828582838135	0
846613	544	68	91	462.30073255994944	56	91	6.298949246855942	6.13621561559156	a	0.17672320566668387	0
847231	256	38	91	241.39120529237866	34	91	5.545177444479562	5.486418875905229	a	0.06051916717482242	0
846353	1658	185	77	889.490017077371	97	77	7.4133673356952405	6.790648283970815	a	0.8639894413292568	0
846033	384	51	89	435.96714652805355	53	89	5.950642552587727	6.077566888510052	a	-0.13533111075013937	0
849432	242	37	92	261.87288331718656	36	92	5.488937726156687	5.5678592078454034	a	-0.08211935255035763	0
821121	275	39	91	335.0217334057861	42	91	5.616771097666572	5.814195405558888	a	-0.21826084874831309	0
820180	229	35	96	229.68738927820272	32	96	5.43372200355424	5.436719207352956	a	-0.003001699904815247	0
849401	724	87	87	835.3598680118074	88	87	6.584791392385716	6.727862611660658	a	-0.15381197239199929	0
848613	1158	139	126	1337.1609796196005	146	126	7.05444965813294	7.198303973458798	a	-0.15471587186493996	0
