849492	-0.0257	0.1575	0.0155	0.0838	-0.1032	-0.0032	-0.0718	0.1412
847936	-0.3099	-0.525	-0.3923	-0.3036	-0.3041	-0.1467	-0.2899	-0.3725
848434	-0.077	-0.2237	-0.2073	0.0247	0.0733	0.0596	-0.0748	-0.0365
849038	0.1331	0.3577	0.2867	0.2002	0.1341	0.177	0.0792	0.2718
845994	0.0528	0.3408	-0.0102	0.1134	-0.0244	-0.0181	-0.1244	0.2251
846412	-0.1966	-0.3329	-0.1334	-0.1126	-0.2116	-0.0549	-0.1538	-0.2917
846290	-0.0022	-0.2127	-0.0686	0.0882	0.0225	0.1062	-0.0209	-0.2479
836411	0.1193	0.0267	-0.2709	0.0331	-0.0337	0.0347	-0.1202	0.0759
849512	0.2022	0.1143	-0.3733	-0.6312	-0.0941	-0.3047	0.0205	-0.1026
820441	0.0015	0.3415	0.0943	0.0246	-0.1976	-0.0699	-0.1934	0.1578
820236	0.0704	0.4252	0.2587	0.22	0.0364	0.1077	-0.027	0.273
849466	0.1781	0.0051	0.0953	0.179	0.1609	0.1812	0.1013	0.1073
849385	-0.2645	-0.6446	-0.2994	-0.1952	-0.3699	-0.3597	-0.4384	-0.4288
849139	0.0361	0.0198	-0.0952	-0.0302	-0.0756	0.0268	0.0041	-0.0017
846894	0.2076	0.1327	0.0	0.2233	0.3439	0.1164	0.1557	0.1012
846667	-0.0405	-0.2123	-0.1733	0.0099	-0.0525	0.2376	-0.1258	-0.1483
846570	-0.1317	-0.3905	-0.2073	-0.0733	-0.0823	-0.0171	-0.231	-0.3055
846396	-0.0737	-0.0892	-0.055	-0.006	-0.1216	0.0177	-0.0076	-0.1158
846160	0.3876	0.3292	0.69	0.9003	0.6255	0.621	0.3986	0.3701
836398	0.1441	0.0929	-0.066	0.1996	0.0837	0.0499	0.0111	0.0251
849489	0.2925	0.3937	0.2339	0.3243	0.3141	0.1842	0.4821	0.3085
820434	-0.2959	-0.5031	-0.4543	-0.8683	-0.721	-0.9177	-0.4861	-0.5817
820216	-0.1695	-0.4786	-0.3136	-0.258	-0.2398	-0.1374	-0.2631	-0.4578
849450	-0.3163	-0.3883	-0.293	-0.1704	-0.4318	-0.2302	-0.3207	-0.153
848654	-0.0311	-0.015	-0.0255	-0.0014	-0.0191	0.0033	-0.1444	0.0047
849103	-0.2456	-0.9348	-0.2775	-0.1747	-0.2776	-0.0754	-0.2361	-0.4166
846842	-0.0858	-0.1752	-0.1744	-0.061	-0.0219	0.0083	-0.0156	-0.1169
846613	0.4423	0.4046	0.2206	0.2345	0.3406	0.1767	0.0672	0.0573
847231	-0.0636	-0.0378	-0.1957	0.0603	-0.0302	0.0605	0.0224	0.0573
846353	0.7688	0.9287	0.9768	1.095	1.0582	0.864	0.6886	0.492
846033	-0.0011	-0.0915	0.2676	0.1421	0.2498	-0.1353	-0.1028	0.1885
849432	0.0899	-0.1577	-0.2066	-0.1144	-0.0184	-0.0821	-0.0997	0.0086
821121	0.0409	0.0369	-0.0929	-0.0751	-0.2848	-0.2183	-0.3176	-0.1362
820180	0.0142	-0.1045	-0.1915	0.0385	-0.0641	-0.003	-0.0409	0.0347
849401	-0.0656	-0.1388	-0.1513	-0.285	-0.1472	-0.1538	-0.1178	-0.026
848613	-0.3646	-0.7604	-0.3051	-0.293	-0.3638	-0.1547	-0.4716	-0.6061
846978	0.8577	1.1338	0.9496	1.8063	1.3845	1.4137	1.1691	1.1455
848256	0.0209	-0.192	-0.2853	-0.1185	-0.0976	-0.0228	-0.0755	-0.1065
847339	0.4842	0.6164	0.274	0.1386	0.1766	0.3541	0.4907	0.2118
847201	0.1087	0.2052	0.1149	0.1731	0.1442	0.1232	0.0615	0.12
846350	0.0535	-0.0331	-0.3974	0.109	-0.0625	0.1202	-0.0938	0.0182
836511	0.0256	0.0268	-0.0667	-0.0058	0.1281	0.0051	0.1866	0.085
836341	-0.0915	-0.2168	-0.3447	-0.0615	-0.0222	0.0278	-0.1222	-0.0611
849416	-0.3496	-0.1839	-0.1446	-0.1022	-0.128	-0.154	-0.2445	-0.0485
821108	-0.1279	0.0036	-0.0948	-0.0941	-0.3243	-0.1426	-0.2204	-0.0054
820170	0.1829	0.0374	0.167	0.2263	0.1714	0.2538	0.3065	0.032
849400	-0.0379	-0.1468	-0.0781	-0.0064	0.036	0.1081	-0.0002	-0.1381
847819	-0.0892	0.1442	0.035	-0.0094	-0.193	-0.0916	-0.0599	0.0793
