CloneID	P1Sig	P1STB	P1Cov	P2Sig	P2STB	P2Cov
846329	1160	128	92	483	66	92
836445	521	61	98	337	49	98
836320	153	26	97	115	24	97
820928	222	30	98	200	31	98
821048	4420	456	77	3080	364	77
818894	450	52	98	228	35	98
848695	2344	227	84	1346	156	84
846924	9439	935	74	3134	362	74
845892	1072	116	83	845	108	83
846452	1744	181	122	563	78	122
846306	251	35	97	159	28	97
836442	163	25	95	117	24	95
836296	182	28	93	104	21	93
820899	359	44	92	217	34	92
821017	1880	191	94	1040	124	94
818743	2201	218	113	582	75	113
848680	563	66	96	320	46	96
849179	239	33	100	157	27	100
847445	1133	126	135	458	65	135
845866	2575	262	95	1465	180	95
847179	235	32	100	139	26	100
847035	2401	250	90	1512	182	90
836434	1957	190	122	1071	125	122
848961	423	52	98	266	41	98
820479	174	27	100	153	26	100
820282	333	43	100	247	38	100
818673	475	58	98	331	47	98
620371	213	31	98	148	27	98
620175	1222	129	104	764	94	104
1005939	1345	131	90	804	97	90
1005744	2098	210	117	1269	148	117
1005579	1827	165	82	640	76	82
1005419	429	50	98	251	38	98
1005382	1724	147	91	1100	120	91
1005972	2472	237	91	1592	181	91
1005928	1254	121	94	533	66	94
1005861	2660	256	100	1180	146	100
1005834	1304	127	91	689	83	91
1005806	514	55	100	237	35	100
620303	189	29	100	122	24	100
620125	188	28	100	130	24	100
1005846	1035	114	91	644	85	91
1005652	1390	142	138	984	118	138
1005417	201	28	100	163	28	100
1005368	1258	129	79	670	84	79
1005969	675	69	112	374	49	112
1005926	335	43	97	188	31	97
1005857	6576	642	86	2955	321	86
1005832	4636	465	81	1959	228	81
1005802	2465	245	97	2190	253	97
621026	1340	126	83	855	98	83
620100	1814	178	101	1298	148	101
1005818	1219	115	97	747	86	97
1005651	1148	127	98	855	111	98
1005479	430	51	100	215	33	100
1005407	423	50	100	263	38	100
1005997	201	29	98	139	25	98
1005968	7872	661	98	1881	208	98
1005924	181	27	93	118	23	93
1005855	5702	506	101	3117	349	101
1005830	269	37	100	147	27	100
1005791	677	74	138	313	46	138
621007	291	39	100	207	33	100
620058	258	33	98	237	35	98
1005817	1742	170	87	923	111	87
1005649	1766	174	139	1095	123	139
1005405	1038	100	122	568	67	122
1005996	1858	172	88	1236	143	88
1005963	190	27	100	145	25	100
1005904	2456	237	85	1228	142	85
1005854	166	23	97	115	21	97
1005829	402	50	91	223	35	91
1005758	826	81	156	414	53	156
621001	165	24	92	100	20	92
620055	197	29	100	145	27	100
1005648	295	40	100	167	29	100
1005470	972	94	81	522	65	81
1005404	1652	164	109	761	96	109
1005991	1188	108	87	482	59	87
1005961	830	83	111	432	59	111
1005901	3117	281	92	918	106	92
1005852	1030	104	108	518	67	108
1005812	855	88	86	417	53	86
1005736	4406	426	101	2535	305	101
620274	1912	196	83	1631	182	83
620047	264	35	98	189	30	98
1005792	313	40	97	228	34	97
1005607	875	93	117	389	53	117
1005464	2608	261	93	1579	182	93
1005395	2863	261	122	1965	224	122
1005990	1038	108	89	300	43	89
1005953	5956	523	130	1359	161	130
1005899	1707	167	91	1487	172	91
1005850	1277	124	144	813	98	144
1005811	1336	135	88	548	68	88
1005718	278	36	98	192	31	98
620243	400	47	98	296	41	98
620757	248	34	100	163	28	100
1005769	846	84	73	436	55	73
1005606	1134	126	122	683	89	122
1005451	2904	263	100	1740	191	100
1005393	1004	110	113	573	76	113
1005987	1239	121	100	627	78	100
1005949	263	35	100	164	28	100
1005886	883	91	88	442	58	88
1005838	1120	113	121	437	55	121
1005809	489	56	94	345	49	94
1005717	4673	455	108	964	120	108
620208	2486	245	83	2086	232	83
1005751	1040	108	78	653	79	78
1005605	259	33	100	168	28	100
1005439	1156	118	97	597	73	97
1005390	251	33	100	148	25	100
1005934	158	25	98	102	21	98
1005884	1969	189	105	1084	124	105
1005837	853	86	123	1222	136	123
1005808	246	33	92	166	28	92
1005715	1623	158	139	986	117	139
521166	240	32	89	147	25	89
521046	5296	496	95	3340	344	95
520355	408	48	92	271	39	92
520283	275	37	94	187	30	94
520098	267	35	97	141	25	97
519969	4355	425	97	3114	352	97
519535	924	96	88	629	75	88
518981	382	49	98	253	39	98
518883	128	22	89	87	19	89
518990	3410	320	87	1072	122	87
518916	1174	121	100	472	62	100
520436	985	105	94	597	76	94
521021	2633	256	126	1382	160	126
520354	6252	589	73	4540	503	73
520277	2136	215	130	1179	142	130
520093	183	28	100	128	24	100
519938	1258	138	129	669	88	129
519529	894	98	92	741	93	92
518979	4205	422	100	2624	312	100
518881	182	28	100	138	26	100
518785	1566	161	127	553	72	127
518988	1987	205	85	1916	221	85
518896	2613	264	117	754	95	117
520415	1714	170	96	966	113	96
521019	15401	1477	95	3541	408	95
520353	421	50	89	289	40	89
520198	160	25	97	103	22	97
520082	262	34	83	167	27	83
519912	2999	278	105	1595	182	105
519512	1756	161	93	722	86	93
518977	1289	132	105	569	72	105
518880	1548	147	88	712	87	88
518767	1459	148	114	636	80	114
518971	898	95	85	350	49	85
518895	1553	158	107	617	79	107
520410	572	67	78	310	44	78
521016	708	82	128	516	71	128
520197	1717	182	135	406	57	135
520056	639	69	78	280	39	78
519801	991	104	121	594	77	121
519465	298	38	97	185	31	97
518934	2022	208	118	1218	147	118
518860	2068	207	88	716	86	88
518738	958	104	125	550	71	125
518970	1113	117	86	678	81	86
518875	3825	374	116	1839	212	116
521117	2112	211	101	660	83	101
520295	170	26	90	74	18	90
520324	1675	143	87	745	78	87
520189	230	28	90	137	22	90
520031	301	37	96	197	30	96
519711	629	66	67	454	57	67
519438	4131	382	84	1881	204	84
518931	1470	136	104	697	86	104
518856	11641	1078	50	6425	708	50
518737	285	34	93	236	34	93
518969	1247	122	84	350	47	84
518754	1768	166	128	428	54	128
521100	1251	128	90	1057	126	90
520285	1269	136	127	662	86	127
520320	274	32	89	146	24	89
520173	1181	101	120	526	58	120
520009	1337	134	90	977	115	90
519583	1066	107	125	597	72	125
518930	926	103	127	633	81	127
518837	124	22	98	81	20	98
518695	4265	416	67	3041	341	67
518951	1297	130	94	677	84	94
518750	4866	497	65	3440	392	65
521097	902	93	79	571	71	79
520244	402	46	95	202	31	95
520300	1464	148	77	560	70	77
520150	364	44	100	207	33	100
519991	646	73	69	311	43	69
519576	644	71	95	373	49	95
519404	1452	154	89	669	80	89
518913	640	71	106	687	85	106
518813	1126	120	86	661	80	86
518690	836	87	118	508	64	118
518947	6509	613	77	4425	466	77
518706	640	69	106	340	47	106
521078	3827	378	79	1949	234	79
520373	1230	128	117	506	66	117
520117	2178	219	117	687	85	117
519986	8063	764	86	4203	477	86
519562	982	102	89	522	66	89
519143	1747	167	82	1230	142	82
518907	514	59	116	318	45	116
518812	9791	942	83	2644	314	83
518672	1540	151	120	1090	131	120
518923	641	73	79	468	63	79
519416	238	32	97	149	27	97
1003050	414	52	100	261	40	100
1003011	1589	171	128	903	110	128
961429	206	32	97	149	28	97
961142	8241	842	100	4779	535	100
963385	493	62	100	336	50	100
961856	3607	360	108	2429	286	108
960834	497	61	100	327	48	100
960715	474	57	100	273	41	100
960585	807	91	83	537	71	83
961184	198	29	100	140	25	100
961030	244	34	100	154	28	100
960202	8597	853	103	5686	656	103
1003049	385	46	97	188	30	97
1003004	203	30	100	121	24	100
961427	126	22	98	94	20	98
961102	182	28	100	144	26	100
963362	1327	132	86	751	89	86
963217	2095	208	126	1431	161	126
960785	5591	548	73	3693	416	73
961374	2176	219	127	1296	154	127
961178	9994	962	107	5897	680	107
960300	257	35	96	150	27	96
960201	254	33	100	145	25	100
1003047	1070	116	79	276	43	79
961560	325	41	100	216	35	100
961409	1027	112	85	599	79	85
961095	421	51	100	269	40	100
961900	1586	167	89	827	106	89
963216	1349	142	129	1423	166	129
960757	269	38	100	180	32	100
960640	1340	145	106	755	98	106
961272	858	96	85	557	76	85
960434	343	44	100	206	34	100
961023	2239	238	104	1142	146	104
960178	188	29	100	137	25	100
1003046	570	66	96	301	43	96
961538	540	59	100	320	44	100
961400	2232	225	96	979	116	96
961070	1613	167	137	503	67	137
963321	2205	209	85	1343	151	85
961788	471	56	100	299	44	100
960754	2269	224	95	1194	141	95
960630	168	27	100	119	24	100
961256	352	45	97	258	39	97
960427	4292	439	109	2760	331	109
961002	908	97	85	443	59	85
960117	408	53	100	208	34	100
1003044	487	59	97	253	39	97
961535	815	88	87	509	67	87
961390	341	44	98	212	34	98
962963	483	58	100	330	48	100
963308	2423	257	93	1507	192	93
961705	241	33	98	169	28	98
960748	240	34	100	168	30	100
960606	6284	620	102	7544	848	102
961229	1703	182	91	1136	144	91
961136	12452	1185	97	7491	807	97
960289	493	59	100	309	45	100
960106	738	81	112	474	62	112
1003028	187	27	94	142	25	94
961503	4282	443	116	2735	314	116
961376	565	64	95	310	45	95
961991	3094	336	111	2223	266	111
961888	1193	119	85	627	77	85
961694	556	68	100	349	50	100
960741	5400	496	78	3036	326	78
960604	894	102	128	439	63	128
960487	2307	220	88	758	90	88
961110	2113	228	124	1482	182	124
960281	1121	113	83	587	72	83
960105	3092	322	121	1949	227	121
1003019	12183	1216	73	9150	1050	73
961494	362	46	100	274	40	100
961363	718	84	97	570	78	97
961990	1732	185	128	1182	143	128
961887	1663	181	96	887	117	96
961617	1409	150	115	663	86	115
960722	624	71	98	433	60	98
960600	1029	111	118	531	70	118
960466	319	44	98	198	34	98
961035	577	68	100	374	53	100
960276	608	64	96	372	49	96
960068	1042	100	113	582	67	113
1003018	3271	310	81	2609	288	81
961466	307	40	100	189	31	100
961189	216	30	96	164	28	96
961975	1842	200	121	1621	201	121
961868	366	46	100	172	29	100
960883	375	46	100	237	36	100
960718	762	85	72	400	54	72
961320	816	92	119	442	61	119
960465	624	73	96	292	43	96
961033	537	63	100	270	40	100
960256	184	26	92	142	23	92
960066	583	58	83	283	36	83
619974	358	45	100	292	44	100
619781	139	23	98	96	20	98
619641	3708	381	78	2502	294	78
619426	235	33	100	158	27	100
618619	852	94	87	599	80	87
619289	3064	302	104	1972	234	104
619200	1756	155	87	1158	124	87
619095	425	44	95	569	63	95
619948	295	38	100	230	34	100
619759	766	84	117	508	65	117
619639	1378	143	87	843	102	87
619425	135	24	98	103	21	98
618613	3538	353	79	2270	257	79
619279	699	81	118	308	44	118
619197	1537	132	83	1004	103	83
619042	940	90	131	646	72	131
619921	157	25	97	105	21	97
618975	1342	146	125	1185	148	125
619634	1527	150	94	1189	135	94
619415	491	62	95	282	44	95
619312	4444	450	77	3161	357	77
619261	2112	221	112	1326	157	112
619195	3373	328	81	2313	253	81
619004	1092	117	122	771	95	122
619906	732	83	93	451	62	93
619690	3850	399	114	2304	266	114
618901	219	32	100	142	26	100
619394	168	26	97	137	25	97
619301	1862	200	93	1288	162	93
619255	320	38	96	257	37	96
619161	360	47	100	235	37	100
619003	2292	235	119	1491	179	119
619832	472	55	94	363	51	94
618961	146	24	91	93	20	91
619617	1166	117	76	767	92	76
619391	128	23	97	98	21	97
618595	502	60	90	311	46	90
619240	1841	187	98	1173	138	98
619147	1946	192	82	1197	139	82
619808	2022	204	123	1137	145	123
619829	106	21	100	90	20	100
619683	2262	234	132	1358	166	132
619615	149	26	100	128	25	100
618662	286	39	100	200	33	100
619296	184	29	100	134	26	100
619239	176	27	98	123	24	98
619125	226	33	98	150	28	98
619810	456	55	97	265	40	97
618954	1800	190	114	1133	147	114
619562	1609	166	80	993	120	80
619381	2281	229	120	1403	179	120
618563	144	24	98	97	21	98
619224	209	29	91	123	24	91
619118	2266	218	80	1298	145	80
619787	1240	141	85	774	101	85
618941	1149	120	124	753	95	124
619519	1061	119	90	1088	134	90
619371	266	37	98	185	32	98
618560	402	52	100	302	45	100
619223	202	29	97	140	25	97
619105	1646	175	87	1277	153	87
478158	1380	145	87	1575	178	87
477180	2162	220	117	1320	157	117
535906	800	84	80	458	59	80
534918	2783	280	115	1490	176	115
535389	1219	118	84	632	77	84
535051	1070	106	102	671	81	102
536637	6480	583	73	2283	250	73
536534	5765	544	96	2883	327	96
536197	418	49	92	267	40	92
533961	903	94	107	663	82	107
533794	3415	318	78	1232	141	78
534253	529	59	88	330	47	88
478131	912	101	80	685	90	80
535777	672	75	88	308	45	88
534910	3704	363	69	2117	245	69
535336	1111	115	80	665	86	80
535044	1168	122	115	518	68	115
536624	838	89	87	451	60	87
536523	278	39	96	127	24	96
550760	899	96	84	630	80	84
533937	1278	138	113	817	97	113
533745	648	72	85	390	53	85
534231	2189	220	121	1531	188	121
478105	1191	116	77	891	104	77
475646	560	62	73	358	50	73
535754	2980	271	78	1832	201	78
535634	2323	227	105	705	88	105
535320	1448	143	79	632	78	79
535030	794	84	92	702	84	92
536616	302	39	100	316	45	100
536520	3373	334	105	2013	229	105
536175	2019	202	86	1191	141	86
533922	1337	136	109	939	111	109
533604	1847	189	85	628	79	85
534227	2174	239	88	1082	140	88
476693	928	95	81	571	73	81
477909	1037	105	124	707	88	124
535707	215	30	96	157	27	96
535629	1852	195	120	1041	130	120
535310	1028	106	83	410	56	83
535029	678	81	143	367	54	143
536606	2223	224	83	898	111	83
536415	600	73	116	384	54	116
536154	769	86	85	505	67	85
533847	1778	172	122	661	82	122
534320	1652	177	85	871	109	85
534215	5839	551	108	2550	287	108
478041	1388	140	83	2123	238	83
477222	184	28	96	145	26	96
534981	976	103	80	607	78	80
534886	4352	428	103	2433	272	103
535262	763	81	88	393	52	88
535025	339	45	98	232	36	98
536592	2862	296	78	2409	278	78
536374	1731	190	111	1014	129	111
550614	591	65	72	327	44	72
533826	1093	118	113	594	79	113
532892	1968	189	86	1047	120	86
533494	1468	148	105	1085	135	105
478026	980	109	83	687	87	83
476127	3189	317	116	1481	175	116
534970	355	47	96	234	37	96
535568	864	91	134	448	61	134
535258	1804	185	84	775	98	84
536591	868	97	90	455	62	90
536287	6808	677	107	2973	360	107
536007	648	77	86	428	59	86
533816	425	53	98	307	46	98
533584	1479	159	83	1140	140	83
534195	553	64	118	337	48	118
476501	1061	113	77	537	69	77
535934	11183	1117	102	3340	390	102
535685	776	83	87	436	57	87
535538	1192	138	110	466	64	110
535257	5336	482	79	1604	177	79
536664	460	56	100	284	42	100
536565	4645	432	77	1917	214	77
550855	12211	1219	88	10002	1160	88
550564	368	43	96	212	32	96
533799	744	84	104	692	87	104
534292	1037	101	83	538	66	83
477230	1562	163	84	917	113	84
535912	4135	408	104	2658	293	104
535648	1746	185	82	1011	125	82
535528	2481	242	115	1317	146	115
535209	3000	298	77	2102	238	77
536663	9042	871	101	2345	268	101
536543	20615	2031	63	5198	588	63
550831	270	36	100	168	29	100
533993	2911	293	71	1847	218	71
533797	4174	419	111	3084	353	111
534184	886	99	134	392	55	134
1126031	933	100	85	543	72	85
1125295	167	26	97	115	23	97
1107874	214	30	98	122	24	98
1108042	2217	206	145	745	89	145
1107846	2032	193	82	671	85	82
1107584	2636	239	129	1181	129	129
1107386	2963	287	82	976	116	82
391237	715	77	87	505	66	87
390134	1347	146	87	931	113	87
402278	1942	208	95	1250	155	95
401390	41	14	65	36	14	65
1126020	1877	189	97	1538	177	97
1125270	114	20	98	100	21	98
1107850	3098	302	91	2272	254	91
1097514	1107	120	118	701	91	118
1107774	392	49	98	281	43	98
1107566	211	30	100	162	27	100
1106617	163	26	94	127	25	94
391220	1666	164	125	1037	117	125
390092	125	22	96	81	19	96
401641	7794	759	115	3786	417	115
402206	2585	254	94	1499	168	94
400641	472	56	98	281	41	98
1125282	257	36	96	144	27	96
1125248	249	33	98	231	35	98
1107849	226	32	94	160	27	94
1097493	537	60	98	309	43	98
1107751	9253	945	75	4725	541	75
1107551	3015	287	103	3481	397	103
1107314	1004	111	83	409	56	83
390464	1300	144	119	973	126	119
390022	1786	189	90	1058	129	90
402354	1618	169	109	749	98	109
389563	510	58	97	359	49	97
400635	3003	304	129	1791	216	129
1125234	12703	1208	79	9953	1104	79
1125106	336	39	93	196	28	93
1107828	302	38	89	161	28	89
1107961	297	37	94	157	25	94
1107745	1774	176	90	822	99	90
1106802	811	84	109	512	61	109
1108039	1200	122	82	637	79	82
391129	1277	144	129	843	107	129
401932	788	86	85	596	76	85
402319	1690	176	127	815	101	127
389562	960	99	86	776	97	86
401350	129	22	97	102	21	97
1125142	291	37	100	191	31	100
1125099	572	65	98	249	37	98
1107755	410	49	93	241	36	93
1107943	449	54	100	273	39	100
1107685	821	89	79	317	45	79
1107479	1231	127	119	520	64	119
1108013	2299	221	93	1013	119	93
391119	1262	133	106	814	100	106
402621	2931	289	90	1822	210	90
402303	368	47	100	217	34	100
400767	229	32	97	166	28	97
401315	690	78	85	382	52	85
1125088	358	43	98	229	35	98
1125035	637	71	100	367	50	100
1107754	395	47	93	240	36	93
1107920	701	77	86	422	56	86
1107676	321	40	95	210	33	95
1107454	1154	120	117	505	65	117
1105806	1808	174	93	853	100	93
391084	1024	108	122	495	63	122
389987	2203	205	88	2704	292	88
400759	320	40	95	238	36	95
401306	1353	140	124	593	73	124
1125013	1492	152	88	761	95	88
1125027	8818	812	103	5558	589	103
1107733	405	51	100	294	44	100
1107871	403	49	100	238	35	100
1107602	174	28	100	129	26	100
1107446	490	61	100	259	38	100
400093	242	34	97	199	33	97
402966	1049	114	115	693	86	115
389909	1345	138	86	863	105	86
400842	5133	490	110	3349	366	110
400713	413	49	100	274	40	100
389345	739	81	100	408	56	100
1125347	101	20	97	87	19	97
1125009	10564	945	112	6828	714	112
1107730	2484	236	88	1582	177	88
1107868	12807	1230	111	7956	875	111
1106865	312	39	95	225	34	95
1107396	3009	289	120	1671	192	120
400087	1109	118	89	717	88	89
390147	2822	267	132	1781	199	132
389745	1625	162	93	1041	118	93
402298	658	69	100	472	61	100
401418	2834	277	93	1793	199	93
1040661	2210	218	91	2151	239	91
1040522	682	78	106	468	62	106
1040154	3007	299	75	3917	440	75
1077580	26	13	67	27	13	67
1077480	429	53	94	187	32	94
1077765	332	44	97	215	33	97
1077714	590	59	78	444	53	78
1077599	766	70	104	524	56	104
1077517	12504	1052	80	2196	221	80
1077423	4345	395	105	2257	248	105
1040479	185	26	96	131	23	96
1040166	1335	129	126	433	57	126
1040630	3916	376	75	2852	313	75
1040517	1330	133	130	711	89	130
1077745	530	60	80	258	37	80
1077579	301	38	98	223	35	98
1077458	2167	218	80	3574	394	80
1077761	8028	797	107	2042	245	107
1077712	1917	161	87	1689	168	87
1077589	1097	98	129	677	73	129
1077503	2932	277	82	952	110	82
1077402	1708	160	130	960	108	130
1040404	787	87	82	306	44	82
1040119	981	105	81	627	77	81
1040610	3518	327	79	2149	229	79
1040515	654	69	115	389	51	115
1077744	1037	107	77	685	80	77
1077557	2176	201	93	1473	157	93
1040887	1007	102	88	770	90	88
1077759	369	43	92	258	36	92
1077687	5380	495	74	2136	230	74
1077587	327	43	100	227	36	100
1077502	3062	310	76	1993	224	76
1077399	1261	130	116	1038	125	116
1040336	693	76	80	358	48	80
1040115	2644	285	114	1811	223	114
1040600	581	69	94	349	51	94
1040369	222	31	94	143	25	94
1077724	284	38	100	172	30	100
1077556	257	34	100	168	27	100
1040886	1815	192	91	1015	128	91
1077755	1073	115	132	593	74	132
1077682	387	48	95	262	40	95
1077575	758	84	127	496	66	127
1077501	695	79	90	595	78	90
1091798	3278	311	120	1255	153	120
1040265	1045	115	89	537	72	89
1040071	792	80	130	461	61	130
1040596	727	79	82	441	56	82
1040323	1075	115	107	501	67	107
1077673	464	56	94	344	48	94
1077532	12761	1237	100	3701	426	100
1040879	662	72	84	413	54	84
1077738	2032	207	121	1034	125	121
1077666	2184	222	70	598	74	70
1077565	1355	144	116	915	108	116
1077495	1138	120	71	660	81	71
1091786	328	42	97	191	31	97
1040259	5425	517	76	1737	193	76
1040045	1817	185	109	1104	134	109
1040588	655	73	83	343	47	83
1040230	1596	158	130	1746	202	130
1077648	7896	792	80	3122	357	80
1077529	766	87	124	670	88	124
1040853	898	99	84	566	77	84
1077734	3668	388	105	3480	415	105
1077645	31484	2925	73	7579	881	73
1077563	1757	181	128	689	89	128
1077477	3512	348	76	833	107	76
1091724	922	99	127	493	67	127
1040237	1524	161	83	1034	129	83
1040038	990	105	125	580	75	125
1040585	3398	346	72	2089	232	72
1040225	1007	104	124	682	85	124
1077628	1259	133	77	2775	312	77
1077485	347	42	92	231	34	92
1077767	676	76	89	980	115	89
1077729	830	91	113	400	53	113
1077617	2071	207	82	985	114	82
1077551	1762	190	110	702	95	110
1077443	3167	317	72	2253	263	72
1040192	709	76	71	455	59	71
1040034	214	31	100	154	28	100
1040536	669	78	80	573	76	80
1040200	809	88	118	492	67	118
1077603	2209	227	88	1061	131	88
1077484	1966	194	78	1054	127	78
1077766	261	36	100	200	33	100
1077718	1117	116	125	736	88	125
1077610	2195	223	78	923	113	78
1077547	1035	119	87	434	61	87
1077424	1490	156	93	1511	182	93
1040499	2954	302	79	1953	232	79
1040190	506	59	84	276	41	84
1040023	1785	182	88	1119	139	88
1246587	265	35	100	195	32	100
1245774	2133	215	114	1328	158	114
1245679	13844	1408	72	8790	1032	72
1246258	765	86	104	508	69	104
1248592	232	33	98	147	27	98
1248296	167	26	97	114	23	97
1248231	1604	167	89	1019	127	89
1248104	926	97	119	572	73	119
1263202	3535	371	91	2128	255	91
1243966	365	45	100	255	38	100
1243612	349	46	100	186	32	100
1226706	1078	118	126	670	86	126
1245848	1306	136	85	714	87	85
1245764	3167	343	125	1899	236	125
1244946	1331	137	91	842	103	91
1246251	2691	293	124	1532	190	124
1247849	4781	470	90	2330	269	90
1262875	995	110	123	540	72	123
1248207	153	25	95	125	24	95
1263397	536	66	100	339	51	100
1263199	258	35	100	166	28	100
1243878	1432	162	131	923	124	131
1244328	825	88	87	430	55	87
1226703	1214	141	123	536	76	123
1245824	432	52	100	270	41	100
1247178	1649	167	121	1003	123	121
1247093	2963	300	86	2000	237	86
1246201	2422	243	121	1261	152	121
1248386	259	36	100	145	27	100
1262864	868	95	130	511	66	130
1248193	1850	195	90	1096	135	90
1248058	222	32	100	152	27	100
1263158	182	28	98	149	27	98
1243807	9037	839	106	5995	641	106
1226871	742	79	84	397	54	84
1244161	1139	113	117	364	49	117
1246549	395	47	98	267	38	98
1247170	696	79	120	435	59	120
1245631	480	57	100	274	41	100
1247968	1194	126	126	540	71	126
1248365	1613	167	98	501	68	98
1248283	2183	214	131	1967	231	131
1248160	3197	320	90	1882	221	90
1263364	797	83	119	421	56	119
1263107	516	61	100	402	55	100
1226968	10498	1010	106	6869	773	106
1226854	935	100	91	568	72	91
1226653	3614	361	118	1970	231	118
1246535	1194	123	79	735	91	79
1246432	1931	194	128	902	110	128
1247019	985	93	94	674	75	94
1248640	160	23	94	109	20	94
1247634	1193	117	86	765	89	86
1248271	1714	169	116	1049	123	116
1263461	1643	166	85	1209	139	85
1263315	6741	664	98	4361	517	98
1263105	361	46	100	237	36	100
1226954	2432	239	131	1451	173	131
1226790	2189	225	85	1458	170	85
1243393	8833	902	108	5249	650	108
1247240	754	76	77	537	65	77
1246431	804	86	122	543	71	122
1245570	3666	308	82	2389	235	82
1247907	5160	426	115	2584	251	115
1247611	1846	173	104	544	67	104
1247516	642	66	100	485	61	100
1248145	181	27	93	153	27	93
1263246	445	55	97	272	41	97
1263096	1379	148	92	982	122	92
1226947	240	32	95	140	24	95
1226755	1052	109	85	687	85	85
1244088	2590	245	135	2076	222	135
1246510	2193	232	101	1308	160	101
1246415	1232	119	120	804	97	120
1246296	330	42	97	217	34	97
1248615	1186	111	128	643	78	128
1262899	839	91	82	436	58	82
1247515	6462	631	109	2261	264	109
1248131	2040	210	96	537	68	96
1263237	299	40	100	191	32	100
1263009	260	36	94	190	31	94
1243679	421	50	100	278	41	100
1226752	303	40	97	205	34	97
1226576	1164	125	111	768	97	111
1245778	300	39	95	206	33	95
1246405	3266	324	125	2002	235	125
1245566	1798	173	86	1068	126	86
1248601	1764	185	118	1103	141	118
1262894	3154	308	86	2057	236	86
1247511	1153	121	125	657	86	125
1263413	1116	113	93	481	62	93
1243994	313	40	93	236	36	93
1243653	1609	154	142	930	100	142
1226720	246	34	98	164	28	98
1226574	882	95	117	415	54	117
640725	200	30	93	123	24	93
636607	1274	137	61	731	89	61
636512	1201	123	88	775	91	88
636435	187	26	87	130	23	87
637072	1759	184	87	797	95	87
636188	258	30	82	155	24	82
636838	298	40	94	176	30	94
640532	811	80	81	294	39	81
640133	183	28	87	138	25	87
638924	145	22	79	84	18	79
637864	172	27	92	123	24	92
639180	287	36	87	192	29	87
636698	751	81	69	573	75	69
637302	2126	202	64	1344	156	64
637222	153	24	92	103	21	92
636421	242	33	90	166	28	90
636331	1720	180	56	1063	131	56
636172	1247	121	80	513	63	80
636755	104	21	91	76	19	91
640504	927	106	74	565	72	74
640074	371	49	94	239	38	94
638906	1922	197	70	1244	147	70
638580	180	28	94	126	24	94
638441	277	37	96	139	24	96
636674	846	94	83	591	77	83
636564	1985	207	64	1202	142	64
637214	1094	116	87	818	105	87
637112	3510	376	105	2477	316	105
637059	1046	109	85	452	61	85
636958	777	89	110	570	77	110
636738	170	27	100	105	22	100
640460	4080	410	95	3447	406	95
640069	3404	347	78	2342	270	78
639604	1524	151	114	946	115	114
637832	3567	367	83	2796	324	83
639130	299	40	90	190	30	90
636662	384	49	95	259	40	95
636543	1579	156	65	903	103	65
637211	614	69	92	582	75	92
636395	1574	153	120	930	109	120
636322	266	37	95	184	32	95
636948	237	32	96	155	26	96
638093	684	77	85	541	73	85
640317	284	37	93	189	31	93
639935	2135	221	94	1333	161	94
638899	605	72	118	427	59	118
639277	2624	270	86	1368	164	86
639085	934	102	119	665	83	119
636657	2610	282	92	1899	236	92
636533	131	22	87	101	21	87
637208	2027	213	88	1204	150	88
636390	139	24	94	99	22	94
637017	849	94	91	845	105	91
636947	1599	175	103	957	123	103
