CloneID	P1Sig	P1STB	P1Cov	P2Sig	P2STB	P2Cov
520353	437	56	87	282	53	87
520198	129	23	87	72	22	87
520082	267	37	90	148	32	90
519912	2685	293	61	1332	232	61
519512	2173	217	94	794	127	94
518977	1107	129	105	402	77	105
518880	1727	186	94	677	116	94
518767	887	106	67	373	73	67
518971	928	108	86	350	66	86
518895	1094	128	69	502	97	69
520410	299	44	93	154	37	93
521016	543	70	128	350	68	128
520197	1093	133	126	363	73	126
520056	543	68	71	208	44	71
519801	716	86	123	507	96	123
519465	282	41	91	141	34	91
518934	1492	172	125	903	163	125
518860	1255	146	82	539	100	82
518738	776	92	126	422	80	126
518970	831	102	82	294	61	82
518875	2645	277	125	1387	230	125
521117	2017	227	96	682	122	96
520295	116	21	80	60	20	80
520324	1641	163	96	751	117	96
520189	183	25	73	111	25	73
520031	365	47	95	201	41	95
519711	389	50	97	272	54	97
519438	3190	336	78	1286	217	78
518931	1177	139	109	612	114	109
518856	9930	1044	76	4039	661	76
518737	317	43	100	250	52	100
518969	829	99	80	257	53	80
518754	1277	136	117	448	82	117
521100	1010	121	89	509	99	89
520285	1221	135	127	632	106	127
520320	210	31	86	104	26	86
520173	1217	117	115	548	84	115
520009	421	55	83	271	55	83
519583	823	97	127	679	123	127
518930	835	106	126	490	93	126
518837	71	18	96	40	18	96
518695	3294	380	113	1958	342	113
518951	935	115	84	538	104	84
518750	5329	596	102	3779	640	102
521097	871	106	82	455	86	82
520244	377	49	100	175	39	100
520300	1170	137	80	418	80	80
520150	385	51	100	181	40	100
519991	506	67	97	228	50	97
519576	505	64	98	292	59	98
519404	1089	128	84	620	115	84
518913	410	54	100	196	43	100
518813	987	118	86	526	98	86
518690	545	69	100	295	58	100
518947	5351	611	79	3046	509	79
518706	580	70	73	329	61	73
521078	1889	220	81	900	168	81
520373	1021	119	114	510	94	114
520117	1635	177	131	598	106	131
519986	6845	779	76	3537	631	76
519562	816	94	131	351	69	131
519143	1315	153	82	765	140	82
518907	359	50	100	154	38	100
518812	6120	705	77	2215	406	77
518672	929	116	127	584	109	127
518923	507	66	87	304	62	87
519416	250	39	100	125	31	100
1003050	337	48	96	201	45	96
1003011	1290	157	120	718	141	120
961429	196	33	98	104	28	98
961142	6161	665	96	3462	587	96
963385	401	57	100	260	56	100
961856	2577	265	120	1479	241	120
960834	354	50	98	184	41	98
960715	319	44	96	155	34	96
960585	738	92	78	422	83	78
961184	153	26	96	87	24	96
961030	178	30	94	104	28	94
960202	6764	715	119	4560	758	119
1003049	401	52	100	185	40	100
1003004	181	30	100	94	27	100
961427	136	24	97	84	24	97
961102	173	30	100	97	27	100
963362	1113	122	92	669	115	92
963217	797	99	113	563	105	113
960785	7025	742	77	4019	648	77
961374	1495	166	120	817	140	120
961178	11205	1283	105	7169	1290	105
960300	213	33	89	124	30	89
960201	206	32	97	95	26	97
1003047	793	100	73	197	43	73
961560	239	35	100	133	32	100
961409	789	98	76	431	82	76
961095	227	34	95	133	33	95
961900	1326	157	95	754	136	95
963216	1049	127	126	845	158	126
960757	207	33	98	130	32	98
960640	1158	135	112	674	120	112
961272	791	102	76	469	91	76
960434	227	34	94	107	28	94
961023	1675	203	94	870	160	94
960178	142	25	96	70	21	96
1003046	597	76	93	280	55	93
961538	454	59	98	261	53	98
961400	1811	203	90	881	148	90
961070	1045	113	128	456	80	128
963321	1661	176	86	1041	170	86
961788	326	45	97	179	39	97
960754	1956	210	97	1372	221	97
960630	135	25	98	73	22	98
961256	236	35	94	139	31	94
960427	5248	574	106	3079	491	106
961002	619	81	88	396	77	88
960117	278	40	95	129	31	95
1003044	403	57	94	185	42	94
961535	860	107	107	570	102	107
961390	307	46	97	163	39	97
962963	369	52	98	211	46	98
963308	1262	158	88	830	161	88
961705	143	26	95	84	24	95
960748	228	37	97	115	30	97
960606	4530	497	100	4902	814	100
961229	1528	192	91	973	178	91
961136	10431	1120	110	5879	990	110
960289	427	58	98	210	44	98
960106	604	77	80	342	67	80
1003028	144	26	96	82	24	96
961503	3258	398	122	1931	381	122
961376	293	42	98	124	31	98
961991	2814	326	121	1722	297	121
961888	949	114	84	547	101	84
961694	422	55	98	212	44	98
960741	4802	521	82	2453	412	82
960604	626	83	97	274	59	97
960487	1650	180	86	897	157	86
961110	1355	168	111	830	156	111
960281	1120	132	82	590	112	82
960105	4011	446	114	2127	377	114
1003019	13832	1600	81	8274	1389	81
961494	296	44	97	165	38	97
961363	756	96	76	389	78	76
961990	1402	171	132	823	154	132
961887	1627	201	90	865	164	90
961617	1202	150	106	597	113	106
960722	616	82	100	321	67	100
960600	827	106	106	411	80	106
960466	276	44	98	156	39	98
961035	368	54	96	179	40	96
960276	583	71	98	270	54	98
960068	855	98	110	458	79	110
1003018	3509	383	77	2479	416	77
961466	302	43	98	146	36	98
961189	186	30	94	101	26	94
961975	1260	158	117	1025	200	117
961868	229	35	94	128	32	94
960883	313	44	100	179	41	100
960718	483	64	93	219	49	93
961320	779	97	103	429	79	103
960465	526	72	94	221	51	94
961033	481	65	98	253	49	98
960256	199	30	90	104	27	90
960066	425	54	100	197	41	100
619974	256	38	96	165	38	96
619781	114	22	96	63	21	96
619641	3973	451	80	2255	386	80
619426	187	29	96	104	27	96
618619	449	60	98	312	64	98
619289	2089	225	122	1316	229	122
619200	1311	139	95	864	145	95
619095	319	40	98	491	82	98
619948	184	31	100	120	31	100
619759	564	76	100	345	69	100
619639	1038	124	79	509	96	79
619425	103	22	100	65	20	100
618613	3388	374	84	1878	328	84
619279	492	66	100	235	53	100
619197	1131	117	89	665	112	89
619042	434	53	100	286	56	100
619921	131	24	97	74	23	97
618975	850	106	114	702	133	114
619634	1022	116	81	685	122	81
619415	380	52	100	222	47	100
619312	3529	385	75	2106	355	75
619261	1127	135	112	703	127	112
619195	2492	275	86	1456	245	86
619004	766	91	111	484	86	111
619906	550	72	80	277	59	80
619690	3188	349	119	1777	292	119
618901	145	26	96	71	22	96
619394	132	24	96	85	25	96
619301	1104	133	92	625	124	92
619255	197	31	98	139	33	98
619161	209	32	96	114	30	96
619003	2010	226	124	1137	193	124
619832	418	55	98	322	63	98
618961	140	25	100	79	24	100
619617	943	110	79	547	98	79
619391	137	26	100	82	24	100
618595	449	60	98	228	49	98
619240	958	116	86	527	98	86
619147	1390	163	80	747	139	80
619808	1820	196	123	1015	166	123
619829	137	25	98	76	23	98
619683	1546	194	135	934	186	135
619615	136	25	98	84	25	98
618662	242	36	100	124	32	100
619296	150	27	100	96	27	100
619239	124	23	98	70	22	98
619125	278	42	100	154	36	100
619810	325	46	100	206	46	100
618954	1072	125	102	588	113	102
619562	956	114	75	579	105	75
619381	1136	133	110	674	124	110
618563	138	25	98	95	26	98
619224	175	29	97	84	24	97
619118	1295	152	84	842	153	84
619787	1219	150	88	654	129	88
618941	788	102	122	430	88	122
619519	715	88	93	601	114	93
619371	197	32	100	119	31	100
618560	347	49	97	220	49	97
619223	143	25	100	78	23	100
619105	974	118	85	713	131	85
478158	1156	137	83	848	145	83
477180	2413	247	113	1140	185	113
535906	763	92	70	372	70	70
534918	2484	271	118	1276	216	118
535389	886	101	73	493	92	73
535051	667	79	87	338	65	87
536637	2813	309	83	987	183	83
536534	4348	440	105	1531	249	105
536197	114	24	98	77	25	98
533961	874	104	109	774	135	109
533794	216	36	100	104	33	100
534253	383	51	95	197	41	95
478131	688	84	82	430	79	82
535777	562	70	84	255	51	84
534910	2718	330	113	1483	261	113
535336	944	109	80	517	93	80
535044	801	102	117	372	74	117
536624	884	99	81	438	76	81
536523	260	39	96	90	25	96
550760	783	92	80	533	95	80
533937	835	98	121	548	97	121
533745	521	63	83	336	65	83
534231	1279	154	131	887	174	131
478105	117	24	93	61	24	93
475646	441	58	91	243	49	91
535754	103	22	97	55	23	97
535634	1678	196	102	581	110	102
535320	90	21	97	45	21	97
535030	650	81	81	474	93	81
536616	76	19	94	34	19	94
536520	2625	295	110	1570	272	110
536175	143	27	100	72	28	100
533922	947	111	101	605	106	101
533604	85	21	96	39	20	96
534227	1508	169	116	648	118	116
476693	841	97	82	410	75	82
477909	601	75	126	346	70	126
535707	256	36	98	146	33	98
535629	1484	175	129	863	151	129
535310	873	101	84	363	69	84
535029	559	76	130	296	61	130
536606	1797	201	92	979	170	92
536415	513	69	114	313	67	114
536154	896	106	82	535	101	82
533847	1208	133	122	478	91	122
534320	1170	143	91	623	121	91
534215	4018	429	112	2225	375	112
478041	108	23	98	58	21	98
477222	130	24	96	85	24	96
534981	804	95	77	574	96	77
534886	2780	309	105	1286	214	105
535262	562	69	89	289	53	89
535025	215	32	94	123	29	94
536592	3041	341	74	4788	747	74
536374	941	105	100	526	93	100
550614	470	60	92	241	48	92
533826	865	104	106	519	99	106
532892	1872	197	89	1096	179	89
533494	1189	131	95	793	138	95
478026	778	95	81	475	91	81
476127	2659	287	112	1095	184	112
534970	330	47	98	182	41	98
535568	642	76	125	344	65	125
535258	1488	170	87	647	116	87
536591	974	117	98	430	84	98
536287	5642	623	113	2684	429	113
536007	578	76	83	316	64	83
533816	293	40	100	178	37	100
533584	866	105	85	575	106	85
534195	485	61	110	287	56	110
476501	757	90	75	617	108	75
535934	7668	843	90	8710	1486	90
535685	692	81	74	420	74	74
535538	925	112	100	337	63	100
535257	5330	533	73	2001	300	73
536664	324	44	90	157	34	90
536565	3843	387	82	1869	289	82
550855	12077	1268	86	8259	1281	86
550564	396	50	91	214	43	91
533799	578	70	80	317	60	80
534292	1017	109	78	643	106	78
477230	1318	153	89	887	160	89
535912	3196	336	118	1948	319	118
535648	1566	177	80	852	150	80
535528	1911	196	116	1032	169	116
535209	2608	276	75	1673	280	75
536663	7493	759	110	2560	430	110
536543	16203	1771	80	5088	872	80
550831	230	34	100	121	30	100
533993	2883	327	81	1729	303	81
533797	3520	393	116	2168	365	116
534184	646	83	128	276	55	128
1126031	729	91	84	454	84	84
1125295	143	25	98	83	23	98
1107874	187	30	96	103	27	96
1108042	2602	293	146	782	140	146
1107846	1705	184	89	733	128	89
1107584	2085	234	124	1056	175	124
1107386	2390	256	90	592	105	90
391237	432	55	95	298	56	95
390134	910	109	87	559	103	87
402278	1669	193	86	987	169	86
401390	26	13	63	21	14	63
1126020	1711	190	96	790	137	96
1125270	108	20	89	58	19	89
1107850	3124	335	93	1723	292	93
1097514	501	63	89	324	65	89
1107774	728	87	78	415	79	78
1107566	166	28	94	91	24	94
1106617	171	28	96	99	27	96
391220	979	121	119	610	110	119
390092	140	26	89	84	24	89
401641	5115	522	120	2524	411	120
402206	2716	302	90	1574	268	90
400641	438	54	91	248	50	91
1125282	220	35	94	111	29	94
1125248	172	28	97	123	29	97
1107849	207	32	94	108	27	94
1097493	516	63	100	272	51	100
1107751	8643	949	78	3852	631	78
1107551	2782	303	116	2921	459	116
1107314	672	84	71	262	52	71
390464	730	93	109	399	77	109
390022	1500	175	90	890	154	90
402354	1396	165	114	672	120	114
389563	361	48	96	246	50	96
400635	1980	223	126	2013	335	126
1125234	10321	1120	87	6174	1006	87
1125106	237	33	92	119	29	92
1107828	245	36	93	143	34	93
1107961	253	35	89	129	30	89
1107745	1394	160	93	649	120	93
1106802	495	69	97	286	58	97
1108039	1088	126	84	513	96	84
391129	1080	140	125	685	132	125
401932	510	66	86	367	72	86
402319	2006	243	124	927	188	124
389562	461	60	94	323	63	94
401350	122	23	94	79	24	94
1125142	289	41	94	152	35	94
1125099	489	60	100	189	39	100
1107755	322	47	96	173	39	96
1107943	327	46	100	163	35	100
1107685	536	71	94	216	47	94
1107479	834	106	114	450	88	114
1108013	1473	168	97	763	135	97
391119	987	116	105	560	107	105
402621	1493	174	93	853	152	93
402303	328	46	100	191	43	100
400767	164	28	98	106	27	98
401315	703	86	103	357	70	103
1125088	312	44	97	164	36	97
1125035	552	69	98	335	66	98
1107754	325	44	97	179	39	97
1107920	576	75	92	308	65	92
1107676	341	45	94	169	37	94
1107454	1165	138	110	544	105	110
1105806	1396	147	91	627	108	91
391084	1102	128	114	531	97	114
389987	1557	167	86	976	165	86
400759	243	35	97	162	36	97
401306	1471	173	115	627	115	115
1125013	1245	148	85	576	106	85
1125027	7907	825	94	4655	773	94
1107733	457	61	97	234	50	97
1107871	284	40	100	145	34	100
1107602	132	25	97	73	23	97
1107446	397	57	100	215	48	100
400093	184	30	96	131	31	96
402966	771	89	114	457	83	114
389909	1002	117	91	707	122	91
400842	3922	419	118	1998	308	118
400713	246	36	95	143	32	95
389345	389	52	95	217	46	95
1125347	112	22	97	63	20	97
1125009	10573	1135	114	6114	1012	114
1107730	2646	277	87	1405	223	87
1107868	12027	1250	111	7196	1134	111
1106865	320	42	97	202	41	97
1107396	3047	341	121	1720	287	121
400087	1208	133	84	703	122	84
390147	1356	150	128	807	140	128
389745	836	91	83	574	96	83
402298	378	48	97	213	45	97
401418	2761	283	101	1760	269	101
1040661	2180	244	91	1432	237	91
1040522	529	73	94	326	69	94
1040154	2803	315	84	3441	565	84
1077580	21	12	61	17	13	61
1077480	524	70	97	208	46	97
1077765	274	41	93	167	38	93
1077714	563	66	97	322	58	97
1077599	596	66	101	328	58	101
1077517	9258	892	76	2704	414	76
1077423	3825	385	110	1883	300	110
1040479	224	33	91	126	30	91
1040166	1434	149	122	579	98	122
1040630	3886	457	80	2356	431	80
1040517	773	99	134	318	62	134
1077745	369	53	96	180	43	96
1077579	273	40	100	179	39	100
1077458	1636	200	90	905	181	90
1077761	5716	638	117	1911	323	117
1077712	1509	155	100	1236	203	100
1077589	914	97	126	510	86	126
1077503	1346	158	92	468	91	92
1077402	1278	146	130	629	117	130
1040404	435	61	75	198	45	75
1040119	835	105	135	554	109	135
1040610	2013	220	92	1181	195	92
1040515	602	70	100	435	75	100
1077744	1051	122	84	638	115	84
1077557	1866	189	95	570	94	95
1040887	767	89	82	543	99	82
1077759	403	51	100	250	50	100
1077687	4057	420	82	1632	265	82
1077587	395	51	100	247	49	100
1077502	2511	272	86	1472	244	86
1077399	1103	133	119	994	170	119
1040336	587	74	74	283	56	74
1040115	1729	196	116	1181	204	116
1040600	258	41	96	142	36	96
1040369	198	30	94	116	29	94
1077724	162	30	100	93	27	100
1077556	226	33	90	140	33	90
1040886	1169	148	88	677	131	88
1077755	629	80	127	341	69	127
1077682	151	27	97	94	26	97
1077575	544	72	117	318	67	117
1077501	451	62	82	220	50	82
1091798	2635	296	122	1200	221	122
1040265	637	86	90	313	65	90
1040071	710	88	124	358	74	124
1040596	716	87	73	744	132	73
1040323	826	99	106	384	72	106
1077673	490	64	89	317	63	89
1077532	7190	767	100	4142	667	100
1040879	654	82	76	339	67	76
1077738	1772	197	118	835	138	118
1077666	1641	188	87	518	99	87
1077565	1205	136	110	787	135	110
1077495	1180	137	83	584	107	83
1091786	298	43	100	171	37	100
1040259	4261	468	80	1477	260	80
1040045	957	114	103	541	93	103
1040588	480	65	85	254	55	85
1040230	943	120	134	548	110	134
1077648	4851	561	84	1666	297	84
1077529	629	85	126	530	106	126
1040853	670	84	86	405	76	86
1077734	2947	337	113	2304	414	113
1077645	27456	2870	75	9017	1464	75
1077563	1111	136	132	466	96	132
1077477	2670	291	82	996	171	82
1091724	650	86	129	357	77	129
1040237	1240	148	90	694	128	90
1040038	813	103	120	374	77	120
1040585	2414	272	83	1396	251	83
1040225	957	113	110	470	85	110
1077628	2333	269	87	1979	345	87
1077485	355	49	100	199	42	100
1077767	503	68	92	300	63	92
1077729	510	68	100	257	54	100
1077617	1293	154	86	520	101	86
1077551	1063	131	104	490	96	104
1077443	281	42	100	143	36	100
1040192	142	27	94	72	25	94
1040034	230	35	97	120	30	97
1040536	495	66	71	331	65	71
1040200	508	67	112	261	57	112
1077603	1517	175	85	787	135	85
1077484	1171	140	131	605	118	131
1077766	317	44	96	204	43	96
1077718	658	82	117	399	80	117
1077610	2029	226	83	887	151	83
1077547	726	93	128	337	68	128
1077424	1671	188	92	1382	233	92
1040499	2272	271	124	1324	231	124
1040190	466	59	81	352	67	81
1040023	1669	202	136	1006	190	136
1246587	268	38	98	197	42	98
1245774	1253	145	116	779	140	116
1245679	14960	1619	78	9168	1564	78
1246258	407	54	97	251	54	97
1248592	180	30	94	89	25	94
1248296	120	23	98	70	21	98
1248231	878	108	81	528	103	81
1248104	706	87	117	411	77	117
1263202	1954	225	90	1191	219	90
1243966	225	35	97	147	34	97
1243612	312	44	97	165	38	97
1226706	961	116	126	542	102	126
1245848	1058	126	77	625	112	77
1245764	2378	283	137	1465	263	137
1244946	823	97	82	560	98	82
1246251	1800	204	126	1057	186	126
1247849	3606	394	90	1528	253	90
1262875	1071	122	126	568	105	126
1248207	132	24	90	88	24	90
1263397	450	61	95	250	55	95
1263199	83	19	95	62	21	95
1243878	1168	149	126	668	136	126
1244328	76	19	98	42	18	98
1226703	1259	150	124	559	108	124
1245824	408	56	98	220	49	98
1247178	1031	114	116	635	111	116
1247093	2897	328	91	1632	278	91
1246201	1894	192	109	961	151	109
1248386	202	32	97	128	32	97
1262864	712	83	122	392	72	122
1248193	1116	134	86	699	142	86
1248058	180	28	94	137	30	94
1263158	166	27	95	114	30	95
1243807	9257	995	101	5540	904	101
1226871	715	87	87	356	70	87
1244161	890	102	105	279	56	105
1246549	91	21	97	55	22	97
1247170	465	63	100	295	62	100
1245631	98	22	97	50	22	97
1247968	1067	122	118	497	93	118
1248365	113	24	95	54	22	95
1248283	1574	174	130	1405	252	130
1248160	121	25	96	66	25	96
1263364	814	96	112	499	89	112
1263107	172	31	96	93	29	96
1226968	12876	1311	116	8925	1362	116
1226854	407	57	95	230	53	95
1226653	2363	254	130	1498	248	130
1246535	1005	122	78	661	124	78
1246432	1439	163	124	663	122	124
1247019	896	98	93	527	92	93
1248640	149	24	93	84	23	93
1247634	912	101	90	563	98	90
1248271	820	94	119	538	95	119
1263461	1007	115	81	737	131	81
1263315	5465	573	109	3067	505	109
1263105	337	47	95	178	40	95
1226954	1280	145	128	805	146	128
1226790	1160	143	88	772	143	88
1243393	6967	751	116	3661	641	116
1247240	681	87	91	420	84	91
1246431	531	68	100	339	68	100
1245570	3559	356	95	1836	297	95
1247907	5300	520	120	2770	430	120
1247611	1511	157	100	539	93	100
1247516	214	31	85	149	32	85
1248145	191	30	86	109	28	86
1263246	419	54	89	296	56	89
1263096	895	113	86	617	118	86
1226947	245	34	85	140	30	85
1226755	1029	119	91	615	114	91
1244088	1670	192	74	1292	212	74
1246510	1681	197	89	1047	187	89
1246415	890	105	118	530	97	118
1246296	273	40	95	175	40	95
1248615	1030	120	127	594	107	127
1262899	707	86	86	352	71	86
1247515	1949	229	117	1057	189	117
1248131	1109	131	89	361	70	89
1263237	242	36	96	133	32	96
1263009	281	42	92	190	42	92
1243679	371	51	100	207	45	100
1226752	240	37	94	135	33	94
1226576	1001	116	106	621	114	106
1245778	261	39	93	161	38	93
1246405	3450	402	72	1972	339	72
1245566	1492	170	101	898	162	101
1248601	1108	137	128	691	129	128
1262894	2056	231	98	1154	209	98
1247511	873	106	88	496	90	88
1263413	1086	126	90	541	102	90
1243994	235	35	90	164	37	90
1243653	1504	167	129	758	128	129
1226720	211	32	96	133	32	96
1226574	831	99	117	370	68	117
640725	162	27	87	92	25	87
636607	781	97	92	432	86	92
636512	927	111	63	552	100	63
636435	149	25	84	89	25	84
637072	2026	235	61	868	155	61
636188	228	33	84	130	30	84
636838	252	37	94	144	34	94
640532	761	88	108	281	55	108
640133	147	25	88	119	29	88
638924	134	25	87	80	23	87
637864	174	28	88	109	27	88
639180	190	31	95	118	30	95
636698	1283	145	60	829	151	60
637302	1208	130	69	777	130	69
637222	159	25	79	92	24	79
636421	231	33	84	133	30	84
636331	1133	128	60	697	128	60
636172	1302	133	78	495	82	78
636755	100	21	91	63	21	91
640504	766	91	74	426	81	74
640074	724	91	65	391	77	65
638906	779	95	74	534	99	74
638580	160	27	87	105	28	87
638441	263	35	87	150	31	87
636674	400	55	86	258	52	86
636564	1859	226	117	980	185	117
637214	453	59	87	300	62	87
637112	2467	297	114	1535	284	114
637059	1118	130	103	466	88	103
636958	702	90	92	444	87	92
636738	133	24	94	74	22	94
640460	2088	247	118	1726	313	118
640069	3813	438	78	2359	390	78
639604	930	114	116	550	106	116
637832	3115	349	78	2178	373	78
639130	242	36	91	161	37	91
636662	657	80	79	332	64	79
636543	1046	112	74	637	108	74
637211	353	48	86	211	45	86
636395	1094	130	77	554	107	77
636322	215	34	95	108	29	95
636948	208	30	88	124	29	88
638093	468	61	80	316	64	80
640317	186	28	82	100	25	82
639935	1612	187	95	971	175	95
638899	501	68	90	311	63	90
639277	2718	296	90	1536	262	90
639085	987	128	79	697	134	79
636657	1271	150	91	977	178	91
636533	132	25	95	71	23	95
637208	1749	204	95	1016	182	95
636390	119	24	92	72	23	92
637017	780	94	75	693	126	75
636947	931	118	94	508	101	94
640733	191	31	91	121	29	91
640197	147	27	96	81	24	96
639797	267	40	100	127	31	100
638751	198	33	93	114	30	93
637814	161	28	92	103	27	92
639083	149	28	92	101	28	92
636648	5742	621	76	4190	708	76
636532	531	75	84	343	76	84
636468	1111	127	83	613	110	83
637097	171	29	91	96	27	91
636258	633	77	74	378	72	74
636941	823	99	117	542	107	117
640718	1510	169	93	1009	178	93
