CloneID	P1Sig	P1STB	P1Cov	P2Sig	P2STB	P2Cov
1005961	588	57	91	485	43	91
1005901	2593	219	93	1380	107	93
1005852	719	68	105	605	51	105
1005812	956	90	94	643	54	94
1005736	3414	292	117	3058	219	117
620274	1522	135	92	1511	117	92
620047	167	24	86	161	20	86
1005792	237	30	95	260	29	95
1005607	598	59	119	605	52	119
1005464	1594	149	92	1537	126	92
1005395	1677	155	72	1628	133	72
1005990	856	84	95	353	35	95
1005953	5814	516	121	2223	175	121
1005899	1413	131	91	2361	179	91
1005850	941	85	135	1110	87	135
1005811	1007	94	93	693	59	93
1005718	225	28	89	219	25	89
620243	336	40	100	344	34	100
620757	156	23	96	164	21	96
1005769	743	72	93	697	57	93
1005606	923	88	120	833	68	120
1005451	2348	202	104	2392	176	104
1005393	816	84	118	684	60	118
1005987	997	90	96	843	67	96
1005949	193	25	95	205	24	95
1005886	663	64	68	544	48	68
1005838	1012	93	144	581	50	144
1005809	510	53	80	659	56	80
1005717	4036	358	107	1380	109	107
620208	2044	183	86	2001	150	86
1005751	623	64	78	593	51	78
1005605	182	24	84	205	24	84
1005439	952	91	97	819	67	97
1005390	156	22	77	147	20	77
1005934	109	18	77	109	17	77
1005884	1558	140	103	1521	114	103
1005837	741	68	71	2031	145	71
1005808	203	27	96	212	25	96
1005715	1369	123	141	1147	93	141
521166	237	30	98	232	27	98
521046	5540	460	103	1781	134	103
520355	341	39	97	300	32	97
520283	217	27	84	197	23	84
520098	286	34	98	238	27	98
519969	3999	333	105	3504	238	105
519535	815	78	87	741	62	87
518981	260	32	86	215	25	86
518883	131	21	96	119	19	96
518990	2580	225	79	1271	97	79
518916	890	82	114	600	51	114
520436	850	87	89	765	66	89
521021	2093	189	62	1119	95	62
520354	5750	514	85	4239	313	85
520277	1488	135	62	1024	91	62
520093	141	22	94	145	20	94
519938	832	83	73	562	52	73
519529	812	81	100	751	65	100
518979	4512	424	60	1419	117	60
518881	147	23	97	157	21	97
518785	983	97	70	592	55	70
518988	1501	139	85	2807	204	85
518896	2195	204	60	1151	95	60
520415	1248	117	89	1090	85	89
521019	11653	989	96	6160	447	96
520353	478	50	73	671	57	73
520198	119	19	84	114	18	84
520082	238	30	100	237	27	100
519912	2475	220	64	1601	124	64
519512	1628	141	88	833	69	88
518977	987	94	71	799	68	71
518880	1275	116	86	994	82	86
518767	1139	112	71	823	72	71
518971	738	73	85	580	52	85
518895	1222	116	67	859	74	67
520410	279	35	98	244	28	98
521016	322	38	91	325	35	91
520197	1454	143	71	532	51	71
520056	374	43	93	243	27	93
519801	657	69	76	691	62	76
519465	253	33	98	218	26	98
518934	1428	142	67	1244	107	67
518860	1458	138	85	1014	82	85
518738	693	72	68	618	56	68
518970	752	76	84	536	48	84
518875	2867	275	60	2191	174	60
521117	1630	153	89	843	73	89
520295	121	20	88	106	17	88
520324	1416	116	91	1036	76	91
520189	176	22	78	165	20	78
520031	350	38	93	324	32	93
519711	332	39	97	339	34	97
519438	3039	261	83	2000	148	83
518931	996	98	107	786	70	107
518856	9282	771	76	5832	409	76
518737	231	30	100	313	33	100
518969	753	73	77	387	37	77
518754	1303	114	121	687	61	121
521100	1067	101	93	1222	91	93
520285	992	100	73	788	69	73
520320	197	24	86	153	19	86
520173	988	85	73	705	55	73
520009	1032	97	93	844	69	93
519583	1059	95	130	574	49	130
518930	846	86	127	678	60	127
518837	120	21	100	116	19	100
518695	3580	327	115	3024	228	115
518951	1283	122	88	1046	85	88
518750	4369	404	114	4144	308	114
521097	729	72	83	736	63	83
520244	332	37	98	254	28	98
520300	1048	98	80	645	56	80
520150	324	37	98	231	26	98
519991	430	47	100	287	31	100
519576	374	43	98	351	36	98
519404	988	93	83	730	62	83
518913	494	53	105	804	69	105
518813	816	79	85	707	61	85
518690	449	47	98	474	44	98
518947	5373	454	74	4426	320	74
518706	466	47	67	391	37	67
521078	2967	268	81	2634	204	81
520373	898	89	125	758	64	125
520117	1707	160	122	927	77	122
519986	8513	750	82	5316	410	82
519562	936	92	139	681	58	139
519143	1679	156	93	1439	116	93
518907	331	40	98	330	34	98
518812	7481	696	83	3778	296	83
518672	908	84	125	950	75	125
518923	562	61	84	561	52	84
519416	240	29	100	181	22	100
1003050	330	40	100	292	31	100
1003011	1428	141	134	1246	100	134
961429	192	28	100	205	25	100
961142	6980	617	110	4808	353	110
963385	390	48	100	431	42	100
961856	2986	255	122	2478	185	122
960834	442	51	100	416	40	100
960715	377	42	100	325	33	100
960585	698	75	91	757	65	91
961184	151	23	100	192	24	100
961030	235	32	100	211	26	100
960202	7245	657	109	5732	425	109
1003049	362	41	97	286	31	97
1003004	159	24	97	162	22	97
961427	129	21	98	142	21	98
961102	139	22	96	148	21	96
963362	949	92	73	858	73	73
963217	1035	102	132	1120	89	132
960785	5804	524	68	4568	346	68
961374	1934	181	130	1565	123	130
961178	9707	819	111	7209	548	111
960300	257	34	98	242	28	98
960201	216	27	91	169	22	91
1003047	986	103	76	421	41	76
961560	262	33	100	275	30	100
961409	731	78	98	562	51	98
961095	349	41	100	294	31	100
961900	1412	140	95	1143	93	95
963216	1094	113	128	1575	128	128
960757	266	35	100	253	28	100
960640	1188	117	115	1036	86	115
961272	711	76	76	625	56	76
960434	300	37	100	275	30	100
961023	1812	178	101	1477	118	101
960178	142	22	100	157	21	100
1003046	587	63	100	481	46	100
961538	417	48	95	358	35	95
961400	1851	177	103	1551	125	103
961070	1670	156	132	833	69	132
963321	1509	140	92	1539	118	92
961788	342	39	96	381	38	96
960754	2243	205	98	1979	153	98
960630	118	20	96	105	18	96
961256	259	33	100	247	28	100
960427	4305	378	120	3326	253	120
961002	810	81	89	621	55	89
960117	322	37	93	213	25	93
1003044	448	51	98	328	34	98
961535	780	78	101	864	71	101
961390	291	37	100	315	34	100
962963	336	41	100	322	33	100
963308	1324	131	87	1296	105	87
961705	134	22	97	164	22	97
960748	224	30	100	210	25	100
960606	6196	549	109	5455	394	109
961229	1388	143	105	1234	103	105
961136	11046	946	102	7945	547	102
960289	384	44	100	374	37	100
960106	469	53	97	321	33	97
1003028	177	25	100	177	22	100
961503	3983	369	120	2570	203	120
961376	479	52	97	496	46	97
961991	2985	289	113	2741	207	113
961888	974	93	90	824	69	90
961694	429	50	96	359	37	96
960741	4887	421	82	3087	229	82
960604	839	86	124	592	55	124
960487	1889	166	85	1166	92	85
961110	1733	157	119	1278	98	119
960281	1065	100	89	872	71	89
960105	3415	302	117	2739	206	117
1003019	10737	969	83	9851	740	83
961494	233	31	100	263	30	100
961363	581	64	100	546	50	100
961990	1542	148	132	1161	98	132
961887	1445	145	90	1212	99	90
961617	1203	119	114	957	83	114
960722	578	63	98	550	51	98
960600	946	94	113	787	69	113
960466	283	36	100	288	33	100
961035	454	52	100	426	43	100
960276	566	55	100	486	41	100
960068	948	86	119	811	64	119
1003018	2921	258	86	3188	233	86
961466	208	27	91	213	25	91
961189	190	27	100	190	23	100
961975	1615	152	123	1135	96	123
961868	252	33	98	180	23	98
960883	294	35	89	254	28	89
960718	480	53	100	334	35	100
961320	771	79	115	663	60	115
960465	486	56	100	422	42	100
961033	487	54	98	369	37	98
960256	150	22	98	165	21	98
960066	422	44	95	318	31	95
619974	207	29	100	229	27	100
619781	122	20	100	141	20	100
619641	3092	291	85	2686	206	85
619426	207	28	100	203	25	100
618619	409	47	100	463	45	100
619289	2350	232	128	2232	179	128
619200	1093	92	94	1052	76	94
619095	362	38	115	1071	78	115
619948	192	27	97	186	23	97
619759	516	54	101	510	47	101
619639	915	89	81	818	68	81
619425	90	17	87	99	17	87
618613	3000	273	87	2620	201	87
619279	526	55	116	398	38	116
619197	969	78	83	933	67	83
619042	565	53	127	600	49	127
619921	127	22	100	135	20	100
618975	1049	109	120	786	70	120
619634	1132	108	81	1045	88	81
619415	423	49	100	338	35	100
619312	3321	312	82	2653	205	82
619261	1220	118	119	1131	96	119
619195	2767	255	85	2195	170	85
619004	672	68	114	690	61	114
619906	589	63	83	580	52	83
619690	2828	244	116	2077	157	116
618901	178	26	100	170	22	100
619394	114	19	98	125	19	98
619301	1423	142	93	1040	89	93
619255	179	25	100	200	24	100
619161	272	34	100	244	28	100
619003	1876	169	121	1478	115	121
619832	296	37	100	343	36	100
618961	123	21	100	151	21	100
619617	976	96	73	749	64	73
619391	127	21	100	139	20	100
618595	387	45	96	323	34	96
619240	1046	102	105	916	75	105
619147	1354	129	78	1151	94	78
619808	1549	133	130	1309	97	130
619829	117	21	100	127	20	100
619683	1510	140	142	1473	112	142
619615	130	22	100	158	22	100
618662	225	28	94	249	27	94
619296	123	21	100	162	22	100
619239	103	18	96	113	17	96
619125	211	29	100	207	25	100
619810	311	40	98	308	34	98
618954	1045	100	116	953	81	116
619562	959	97	73	894	77	73
619381	1261	122	123	1200	100	123
618563	139	22	97	154	21	97
619224	217	29	100	192	24	100
619118	1386	132	79	1256	100	79
619787	1073	111	85	867	76	85
618941	874	88	124	685	60	124
619519	712	77	94	896	77	94
619371	171	24	92	155	20	92
618560	301	38	100	318	34	100
619223	124	20	93	129	18	93
619105	897	91	92	969	82	92
478158	1057	103	93	1474	115	93
477180	1871	165	122	1417	110	122
535906	686	68	73	593	52	73
534918	2136	189	122	2031	154	122
535389	986	92	83	956	76	83
535051	637	65	101	581	51	101
536637	4345	369	69	2689	198	69
536534	4592	409	107	4411	321	107
536197	390	43	98	414	41	98
533961	922	93	118	1030	86	118
533794	2500	218	85	1523	120	85
534253	405	45	98	336	34	98
478131	597	64	85	610	55	85
535777	471	51	97	325	34	97
534910	2650	258	108	2980	236	108
535336	812	82	86	733	65	86
535044	870	91	126	646	59	126
536624	744	76	88	628	58	88
536523	258	34	97	151	21	97
550760	701	75	89	762	70	89
533937	801	84	125	803	67	125
533745	475	53	87	530	51	87
534231	1337	134	135	1438	117	135
478105	731	69	72	725	61	72
475646	358	41	100	353	35	100
535754	2178	190	84	1981	152	84
535634	1752	155	104	785	65	104
535320	1220	113	80	831	68	80
535030	665	67	93	1047	86	93
536616	373	42	84	1406	109	84
536520	2649	244	109	3680	283	109
536175	1351	131	84	1565	124	84
533922	962	92	114	985	80	114
533604	1745	166	81	689	60	81
534227	1544	139	124	1000	79	124
476693	723	74	86	639	59	86
477909	588	62	129	597	53	129
535707	179	26	100	186	24	100
535629	1485	148	123	1211	102	123
535310	753	78	87	443	43	87
535029	599	70	144	529	53	144
536606	1680	163	91	1340	111	91
536415	484	57	116	555	54	116
536154	679	71	85	608	55	85
533847	1414	130	135	825	68	135
534320	1126	114	89	974	86	89
534215	4761	407	116	3907	276	116
478041	846	86	86	2239	173	86
477222	134	21	98	207	24	98
534981	769	79	88	738	65	88
534886	3457	296	102	2119	155	102
535262	462	52	100	384	38	100
535025	221	29	95	222	25	95
536592	2934	279	77	5074	383	77
536374	924	90	111	859	69	111
550614	438	50	98	326	35	98
533826	873	88	112	791	70	112
532892	1391	131	86	1215	97	86
533494	1237	114	110	1255	100	110
478026	702	74	86	694	62	86
476127	2630	237	119	1710	130	119
534970	262	34	98	247	29	98
535568	627	65	130	520	49	130
535258	1401	134	86	1018	86	86
536591	776	81	98	615	57	98
536287	5618	503	120	3896	282	120
536007	529	59	86	478	47	86
533816	259	33	96	253	29	96
533584	908	94	87	1121	96	87
534195	452	50	116	415	42	116
476501	656	70	78	588	54	78
535934	8158	732	100	7491	557	100
535685	640	66	76	592	53	76
535538	895	92	110	529	49	110
535257	4504	388	76	2132	164	76
536664	323	38	95	278	29	95
536565	3243	287	76	2780	210	76
550855	10933	944	104	9975	698	104
550564	381	43	100	343	35	100
533799	516	56	95	554	50	95
534292	800	76	79	733	63	79
477230	1194	116	92	1043	89	92
535912	3176	268	108	2843	218	108
535648	1525	145	90	1294	108	90
535528	2008	169	115	2134	165	115
535209	2389	218	77	3205	247	77
536663	7813	625	112	3486	250	112
536543	17632	1570	75	7590	568	75
550831	190	27	88	158	21	88
533993	2911	268	79	2327	181	79
533797	3543	324	107	2732	202	107
534184	782	81	128	454	44	128
1126031	816	82	88	689	60	88
1125295	148	22	98	158	21	98
1107874	191	27	97	187	24	97
1108042	2419	205	147	1173	93	147
1107846	1526	139	89	823	71	89
1107584	2211	187	129	1430	111	129
1107386	2686	236	95	1043	82	95
391237	443	45	100	435	39	100
390134	1007	97	82	1015	83	82
402278	1590	148	94	1365	108	94
401390	32	13	67	42	13	67
1126020	1541	142	93	1687	131	93
1125270	100	18	98	129	19	98
1107850	2863	249	101	2595	191	101
1097514	537	54	100	535	47	100
1107774	350	41	97	362	37	97
1107566	175	24	100	263	28	100
1106617	150	24	100	172	23	100
391220	995	97	123	919	73	123
390092	112	20	97	135	20	97
401641	5719	471	119	4270	280	119
402206	2365	205	102	2108	155	102
400641	424	45	100	381	36	100
1125282	192	26	100	196	24	100
1125248	204	26	100	197	23	100
1107849	180	26	97	209	25	97
1097493	410	41	100	350	33	100
1107751	8702	760	71	5363	388	71
1107551	3370	271	107	2938	211	107
1107314	628	65	96	393	38	96
390464	774	77	114	762	64	114
390022	1407	135	90	1053	86	90
402354	1253	119	113	930	76	113
389563	473	51	95	420	40	95
400635	2192	194	138	2157	157	138
1125234	12172	1042	83	7457	528	83
1125106	252	29	98	162	21	98
1107828	253	32	93	229	26	93
1107961	269	32	98	242	26	98
1107745	1450	142	92	951	80	92
1106802	466	52	100	425	40	100
1108039	920	90	88	751	63	88
391129	996	96	131	1012	82	131
401932	352	41	98	429	41	98
402319	1480	138	131	1114	89	131
389562	384	45	98	445	42	98
401350	124	21	100	122	18	100
1125142	244	32	96	229	27	96
1125099	588	57	100	363	34	100
1107755	355	41	98	324	33	98
1107943	387	41	100	362	35	100
1107685	618	64	98	440	43	98
1107479	1091	105	127	888	75	127
1108013	1919	173	92	1473	117	92
391119	929	93	115	861	72	115
402621	1925	173	90	1794	138	90
402303	291	36	100	280	30	100
400767	151	23	97	173	23	97
401315	613	63	67	591	52	67
1125088	282	35	100	273	30	100
1125035	741	72	138	684	58	138
1107754	301	36	97	318	33	97
1107920	583	59	91	567	51	91
1107676	228	29	97	311	33	97
1107454	1002	94	112	744	63	112
1105806	1251	112	92	900	73	92
391084	870	87	118	688	60	118
389987	1493	137	88	2869	216	88
400759	216	29	100	219	26	100
401306	1175	115	122	866	73	122
1125013	799	84	72	624	58	72
1125027	7676	650	96	5635	396	96
1107733	326	41	79	310	34	79
1107871	304	35	100	286	29	100
1107602	158	25	94	153	22	94
1107446	422	50	100	352	35	100
400093	209	30	94	234	28	94
402966	714	71	100	655	55	100
389909	974	102	90	975	83	90
400842	4038	352	111	3112	225	111
400713	259	34	100	288	32	100
389345	417	46	100	355	35	100
1125347	100	19	98	121	19	98
1125009	10133	821	114	7583	529	114
1107730	2420	215	91	1889	139	91
1107868	12249	1014	109	9337	658	109
1106865	253	32	100	273	29	100
1107396	3191	290	123	2584	195	123
400087	886	87	92	819	69	92
390147	1599	141	139	1621	124	139
389745	805	78	96	822	67	96
402298	374	40	100	369	35	100
401418	2481	224	104	2046	159	104
1040661	1641	147	89	2361	173	89
1040522	522	59	92	524	51	92
1040154	2562	233	85	5985	450	85
1077580	29	13	69	37	13	69
1077480	390	47	100	270	31	100
1077765	272	35	98	272	30	98
1077714	446	44	100	446	39	100
1077599	564	52	95	525	42	95
1077517	9665	765	78	2600	182	78
1077423	3527	301	112	2654	197	112
1040479	146	22	96	157	21	96
1040166	1186	108	127	622	54	127
1040630	3598	323	76	2899	211	76
1040517	1241	113	131	639	54	131
1077745	355	41	100	265	29	100
1077579	222	28	92	215	25	92
1077458	1648	164	85	3315	254	85
1077761	8282	724	104	3004	231	104
1077712	1536	120	82	2510	162	82
1077589	935	80	131	829	64	131
1077503	1970	177	97	1011	79	97
1077402	1418	135	139	1160	91	139
1040404	764	77	78	544	49	78
1040119	922	95	147	1006	85	147
1040610	2263	203	89	1929	149	89
1040515	617	62	102	655	57	102
1077744	847	84	79	782	67	79
1077557	1849	160	96	1335	102	96
1040887	722	73	89	1132	93	89
1077759	373	42	100	369	37	100
1077687	5426	486	79	2359	182	79
1077587	383	44	100	374	37	100
1077502	2431	227	89	2113	162	89
1077399	1010	100	129	1379	109	129
1040336	337	41	97	254	28	97
1040115	1848	178	125	1876	149	125
1040600	367	44	100	374	38	100
1040369	167	25	97	180	23	97
1077724	254	33	96	218	26	96
1077556	184	25	96	201	23	96
1040886	1499	146	98	1273	104	98
1077755	714	68	140	599	51	140
1077682	288	37	100	275	31	100
1077575	531	57	128	490	46	128
1077501	560	62	91	885	77	91
1091798	2743	242	128	1625	128	128
1040265	827	85	94	626	56	94
1040071	669	69	131	549	49	131
1040596	621	66	81	723	62	81
1040323	799	80	106	536	49	106
1077673	295	37	98	296	32	98
1077532	10818	927	107	6550	485	107
1040879	373	43	100	325	34	100
1077738	1615	150	124	1119	89	124
1077666	1720	162	79	700	61	79
1077565	1075	98	123	1123	87	123
1077495	1043	101	78	923	77	78
1091786	291	35	100	261	29	100
1040259	4455	391	81	1681	133	81
1040045	1055	99	109	904	73	109
1040588	536	57	67	435	42	67
1040230	1006	99	114	2356	174	114
1077648	5903	547	78	4239	339	78
1077529	566	59	131	850	68	131
1040853	694	71	90	697	62	90
1077734	3306	270	109	6493	429	109
1077645	30544	2713	75	7663	561	75
1077563	1164	100	136	705	55	136
1077477	2643	244	84	1039	85	84
1091724	624	61	132	525	45	132
1040237	1112	110	91	1040	88	91
1040038	810	83	127	645	57	127
1040585	2478	225	79	2077	161	79
1040225	843	81	124	779	64	124
1077628	1503	145	83	4151	309	83
1077485	332	38	100	342	34	100
1077767	589	63	85	917	77	85
1077729	531	58	100	514	48	100
1077617	1686	154	89	1041	85	89
1077551	1165	117	115	685	60	115
1077443	2141	195	87	2166	167	87
1040192	356	42	96	321	33	96
1040034	221	29	100	217	26	100
1040536	338	40	100	414	40	100
1040200	511	54	120	436	41	120
1077603	1510	135	89	1063	84	89
1077484	1566	147	139	1188	97	139
1077766	235	31	100	238	27	100
1077718	653	69	125	623	55	125
1077610	1808	173	95	1278	104	95
1077547	885	93	134	558	51	134
1077424	958	98	91	2013	165	91
1040499	2534	247	123	1953	152	123
1040190	346	42	100	311	34	100
1040023	1465	140	143	1408	114	143
1246587	231	32	72	250	29	72
1245774	1427	137	127	1349	107	127
1245679	13149	1228	84	10045	771	84
1246258	381	43	100	399	39	100
1248592	165	25	100	196	25	100
1248296	121	20	100	142	20	100
1248231	952	100	91	955	85	91
1248104	895	90	124	801	68	124
1263202	2234	217	95	1935	157	95
1243966	220	30	100	225	26	100
1243612	316	37	94	263	29	94
1226706	872	86	123	755	66	123
1245848	1056	106	92	876	73	92
1245764	2301	207	136	2116	162	136
1244946	866	85	91	822	67	91
1246251	1792	170	124	1597	135	124
1247849	4421	385	94	2588	195	94
1262875	764	76	122	647	58	122
1248207	126	21	96	142	21	96
1263397	426	48	97	378	40	97
1263199	217	28	93	186	23	93
1243878	1239	120	134	953	87	134
1244328	550	55	100	421	39	100
1226703	1058	98	118	789	68	118
1245824	315	37	97	310	32	97
1247178	977	88	110	954	74	110
1247093	2751	239	92	2133	166	92
1246201	1842	150	124	1337	97	124
1248386	204	28	94	207	25	94
1262864	605	61	100	513	48	100
1248193	1104	111	91	1048	90	91
1248058	170	24	94	180	22	94
1263158	152	23	100	164	22	100
1243807	9179	788	106	7657	561	106
1226871	512	56	98	429	42	98
1244161	967	90	116	484	45	116
1246549	200	26	97	212	24	97
1247170	391	44	96	392	38	96
1245631	365	42	97	308	32	97
1247968	1014	99	118	731	67	118
1248365	1331	126	102	655	57	102
1248283	2680	256	129	1647	140	129
1248160	1861	169	97	1779	137	97
1263364	958	93	121	805	71	121
1263107	509	54	97	552	50	97
1226968	10245	901	111	9458	711	111
1226854	437	49	97	382	39	97
1226653	2529	238	130	2517	196	130
1246535	926	95	80	919	79	80
1246432	1565	148	126	1128	97	126
1247019	800	71	78	739	56	78
1248640	121	19	96	140	19	96
1247634	874	80	85	887	68	85
1248271	908	83	120	915	71	120
1263461	1163	109	80	1171	94	80
1263315	5704	506	105	4486	340	105
1263105	329	39	94	301	32	94
1226954	1447	136	129	1339	108	129
1226790	1438	135	90	1432	114	90
1243393	7562	691	116	5052	387	116
1247240	573	59	98	525	48	98
1246431	618	62	91	570	50	91
1245570	3596	260	88	2883	189	88
1247907	4455	342	117	3280	223	117
1247611	1344	117	97	713	58	97
1247516	255	31	100	259	28	100
1248145	152	23	97	167	22	97
1263246	444	49	100	394	40	100
1263096	733	74	80	805	69	80
1226947	221	29	100	203	25	100
1226755	905	89	82	716	63	82
1244088	2074	195	131	1679	136	131
1246510	1896	176	91	1820	140	91
1246415	867	84	115	856	72	115
1246296	258	32	97	246	27	97
1248615	935	87	125	822	67	125
1262899	764	77	74	610	54	74
1247515	2657	243	124	1814	144	124
1248131	1293	125	90	607	53	90
1263237	222	29	98	225	26	98
1263009	235	31	94	238	27	94
1243679	361	41	100	344	35	100
1226752	269	34	95	316	33	95
1226576	945	89	106	763	65	106
1245778	223	30	100	217	26	100
1246405	3164	290	124	2107	168	124
1245566	1361	124	95	1242	99	95
1248601	1134	111	107	1106	94	107
1262894	1970	181	101	1707	136	101
1247511	822	81	93	697	61	93
1263413	669	69	100	516	48	100
1243994	198	28	100	227	27	100
1243653	1560	147	117	1134	93	117
1226720	203	28	98	230	27	98
1226574	680	69	78	519	47	78
640725	172	24	93	158	21	93
636607	794	80	113	708	64	113
636512	733	70	79	646	55	79
636435	173	25	91	135	20	91
637072	1679	147	70	924	75	70
636188	231	29	90	207	24	90
636838	215	28	95	214	26	95
640532	932	88	114	487	45	114
640133	155	23	100	169	22	100
638924	152	23	95	131	20	95
637864	164	24	91	180	23	91
639180	201	28	100	210	25	100
636698	625	65	78	804	69	78
637302	1238	121	127	1269	101	127
637222	132	21	93	126	19	93
636421	234	31	97	240	28	97
636331	935	90	64	914	74	64
636172	930	88	143	664	57	143
636755	97	18	96	96	17	96
640504	779	83	126	660	59	126
640074	360	42	97	296	31	97
638906	979	98	135	960	78	135
638580	129	21	95	143	20	95
638441	267	32	100	245	27	100
636674	644	66	70	596	54	70
636564	1637	164	104	1368	113	104
637214	652	64	77	608	51	77
637112	2593	252	108	2446	191	108
637059	914	86	86	629	53	86
636958	651	70	110	531	49	110
636738	140	22	96	115	18	96
640460	2599	251	122	2409	188	122
640069	3170	291	70	2829	208	70
639604	933	95	124	886	77	124
637832	3380	304	79	2193	161	79
639130	237	31	98	215	26	98
636662	322	39	98	324	34	98
636543	976	93	126	907	74	126
637211	459	51	75	752	64	75
636395	993	97	125	877	74	125
636322	178	26	94	173	22	94
636948	191	26	97	193	24	97
638093	277	35	95	294	31	95
640317	230	31	100	210	26	100
639935	1280	130	96	1191	100	96
638899	422	51	98	449	45	98
639277	2435	233	90	1857	150	90
639085	792	88	121	881	79	121
636657	1472	137	97	1520	119	97
636533	135	23	97	143	21	97
637208	1688	152	89	1203	94	89
636390	120	21	97	138	21	97
637017	800	77	81	649	55	81
636947	902	96	94	816	73	94
640733	169	24	89	162	21	89
640197	145	23	97	175	23	97
639797	259	31	92	189	23	92
638751	209	29	96	217	26	96
637814	155	23	96	163	22	96
639083	151	24	100	163	22	100
636648	5023	467	79	4780	367	79
636532	639	71	111	662	63	111
