CloneID	P1Sig	P1STB	P1Cov	P2Sig	P2STB	P2Cov
520093	146	23	100	152	21	100
519938	1038	101	124	857	77	124
519529	1555	141	79	1809	138	79
518979	3100	277	97	2010	167	97
518881	176	26	98	188	24	98
518785	1441	136	121	831	75	121
518988	1605	153	79	1852	150	79
518896	2383	223	107	1113	98	107
520415	1472	138	101	1134	90	101
521019	13995	1196	102	8154	576	102
520353	380	43	100	337	34	100
520198	134	20	86	120	18	86
520082	264	33	97	264	29	97
519912	2525	214	56	1903	139	56
519512	1609	141	102	1272	101	102
518977	1308	118	71	882	73	71
518880	1632	151	88	1042	86	88
518767	1402	127	69	1053	86	69
518971	971	92	90	611	53	90
518895	1559	142	68	1010	82	68
520410	468	50	79	419	41	79
521016	553	59	124	605	59	124
520197	1642	152	77	671	62	77
520056	536	55	76	380	37	76
519801	775	79	71	812	77	71
519465	290	35	97	249	28	97
518934	1605	153	76	1514	135	76
518860	1577	147	83	1014	82	83
518738	714	75	78	640	65	78
518970	870	84	86	868	70	86
518875	3234	299	72	2398	210	72
521117	2193	197	88	1115	91	88
520295	125	20	87	112	18	87
520324	1538	122	94	1150	79	94
520189	169	21	77	173	20	77
520031	355	38	98	296	30	98
519711	366	41	98	361	36	98
519438	3908	330	75	2746	205	75
518931	1194	110	110	886	75	110
518856	10633	889	74	9420	673	74
518737	257	31	100	297	31	100
518969	1075	100	82	510	46	82
518754	1779	153	120	864	70	120
521100	1176	107	88	1069	85	88
520285	1117	116	78	947	92	78
520320	231	26	92	186	21	92
520173	1099	92	78	827	68	78
520009	1217	106	92	1455	109	92
519583	1171	106	119	739	63	119
518930	710	71	123	772	66	123
518837	123	21	100	129	20	100
518695	3770	335	109	3709	277	109
518951	1228	114	90	1010	82	90
518750	4259	374	108	4552	342	108
521097	869	84	85	732	62	85
520244	422	45	100	351	35	100
520300	1254	115	81	785	66	81
520150	358	40	100	278	29	100
519991	503	54	97	415	41	97
519576	444	48	100	447	43	100
519404	1182	113	91	852	72	91
518913	493	51	100	633	54	100
518813	893	88	87	884	73	87
518690	665	66	121	643	55	121
518947	5610	489	78	5531	394	78
518706	533	53	86	467	42	86
521078	3247	283	83	2601	193	83
520373	963	92	111	799	68	111
520117	2232	194	109	1147	90	109
519986	7122	608	75	6811	490	75
519562	1034	96	129	750	64	129
519143	1432	126	78	1559	116	78
518907	449	47	114	370	37	114
518812	8609	740	80	4621	338	80
518672	1027	95	122	1241	97	122
518923	609	63	83	616	53	83
519416	217	28	97	199	24	97
1003050	343	41	98	335	36	98
1003011	1500	145	132	1370	115	132
961429	187	26	98	232	28	98
961142	6648	578	101	6311	481	101
963385	379	44	100	386	39	100
961856	3087	269	109	3112	234	109
960834	487	53	100	405	39	100
960715	460	50	100	380	38	100
960585	708	73	98	595	54	98
961184	166	24	97	167	21	97
961030	229	30	100	224	27	100
960202	7909	686	113	8229	615	113
1003049	409	46	100	301	32	100
1003004	193	26	96	187	23	96
961427	134	22	100	152	21	100
961102	132	20	90	156	20	90
963362	1231	117	88	1252	103	88
963217	1271	116	127	1633	122	127
960785	5147	450	76	5437	413	76
961374	1889	166	121	1924	143	121
961178	8986	772	109	8683	626	109
960300	218	29	100	218	26	100
960201	214	27	93	160	20	93
1003047	1105	108	77	484	46	77
961560	274	34	98	251	28	98
961409	833	82	80	845	72	80
961095	377	43	95	302	32	95
961900	1484	138	87	1197	98	87
963216	1105	113	124	1317	112	124
960757	269	33	100	232	27	100
960640	1353	125	118	1172	96	118
961272	756	78	76	832	73	76
960434	307	37	98	255	29	98
961023	1991	186	93	1572	125	93
960178	149	23	94	158	22	94
1003046	782	77	78	607	55	78
961538	445	48	97	399	38	97
961400	2081	186	93	1442	114	93
961070	1993	185	128	1098	86	128
963321	1924	172	88	2156	167	88
961788	454	49	95	347	34	95
960754	2474	220	88	1927	151	88
960630	125	20	90	126	18	90
961256	259	33	97	316	34	97
960427	3744	330	106	4020	289	106
961002	985	96	89	752	66	89
960117	352	41	91	254	27	91
1003044	508	55	95	392	39	95
961535	761	76	95	803	70	95
961390	333	40	100	319	34	100
962963	395	46	98	392	40	98
963308	1771	170	94	1997	159	94
961705	148	23	100	181	24	100
960748	231	31	100	220	26	100
960606	6121	572	109	11846	901	109
961229	1507	148	90	1611	134	90
961136	10871	1007	105	10676	825	105
960289	429	48	100	384	38	100
960106	692	71	116	940	83	116
1003028	144	22	100	157	21	100
961503	3616	342	110	3458	259	110
961376	550	57	97	500	47	97
961991	2723	249	107	2974	219	107
961888	1046	101	85	897	76	85
961694	485	54	95	398	39	95
960741	4470	389	79	4358	324	79
960604	1059	106	127	734	65	127
960487	2375	211	87	1152	92	87
961110	1662	158	120	2123	162	120
960281	1086	99	82	909	73	82
960105	3263	277	107	3161	218	107
1003019	10811	950	79	12802	938	79
961494	275	35	100	345	37	100
961363	616	63	100	675	59	100
961990	1465	144	132	1669	144	132
961887	1514	144	94	1286	106	94
961617	1527	148	119	1024	92	119
960722	628	65	100	613	55	100
960600	1230	119	119	802	74	119
960466	336	41	97	298	33	97
961035	519	58	100	475	49	100
960276	582	53	97	518	43	97
960068	1157	100	110	1013	81	110
1003018	3021	262	77	3122	231	77
961466	238	31	96	226	25	96
961189	208	28	98	218	26	98
961975	1678	149	109	2825	209	109
961868	322	38	100	228	27	100
960883	301	36	90	272	29	90
960718	567	60	96	473	46	96
961320	801	78	124	694	59	124
960465	458	51	100	396	40	100
961033	736	76	94	488	46	94
960256	156	21	98	197	22	98
960066	502	49	91	404	36	91
619974	284	35	98	333	34	98
619781	119	20	97	144	20	97
619641	3103	282	82	3224	251	82
619426	206	27	100	223	26	100
618619	526	57	100	639	58	100
619289	2737	254	110	2752	218	110
619200	1146	94	86	1324	92	86
619095	390	39	98	460	40	98
619948	229	30	98	245	28	98
619759	577	61	118	633	57	118
619639	1113	107	80	1117	92	80
619425	101	18	97	128	19	97
618613	2887	259	76	3067	239	76
619279	591	62	112	514	50	112
619197	1333	105	88	1516	102	88
619042	721	64	127	830	64	127
619921	158	24	100	163	22	100
618975	1120	109	117	1855	153	117
619634	1289	119	82	1456	116	82
619415	438	48	100	463	44	100
619312	3768	341	78	3953	307	78
619261	1692	157	110	1828	142	110
619195	2867	257	82	2682	209	82
619004	759	73	109	824	67	109
619906	694	71	85	616	55	85
619690	2949	278	117	2887	230	117
618901	182	26	100	208	26	100
619394	137	22	100	165	22	100
619301	1554	149	94	1629	134	94
619255	278	34	100	334	35	100
619161	302	37	98	302	32	98
619003	1861	168	120	1887	149	120
619832	407	46	97	455	45	97
618961	138	22	100	143	20	100
619617	1079	105	76	1136	95	76
619391	138	22	98	137	20	98
618595	456	52	100	441	44	100
619240	1390	128	100	1403	114	100
619147	1926	184	86	1841	148	86
619808	2057	171	120	2007	147	120
619829	129	21	100	165	22	100
619683	1964	181	134	2051	155	134
619615	133	22	100	157	22	100
618662	322	38	100	302	32	100
619296	146	23	100	174	23	100
619239	154	23	100	176	23	100
619125	229	31	97	219	27	97
619810	376	45	100	384	40	100
618954	1493	138	110	1653	134	110
619562	1309	126	79	1416	119	79
619381	1633	150	112	1827	145	112
618563	146	23	100	158	22	100
619224	219	28	98	181	23	98
619118	1985	183	85	2033	161	85
619787	1054	103	86	1043	90	86
618941	961	95	125	1092	91	125
619519	778	80	92	953	83	92
619371	223	29	100	229	27	100
618560	378	44	100	402	41	100
619223	170	24	100	177	22	100
619105	1101	108	91	1541	125	91
478158	1080	105	94	1312	104	94
477180	1925	176	123	1736	131	123
535906	775	77	80	612	55	80
534918	2603	229	118	2011	149	118
535389	1183	108	81	795	68	81
535051	817	78	97	853	68	97
536637	5002	413	81	3437	266	81
536534	5929	496	111	3365	239	111
536197	450	49	97	419	43	97
533961	923	88	120	936	74	120
533794	2977	258	83	1916	153	83
534253	418	45	97	374	35	97
478131	698	71	85	848	71	85
535777	649	66	88	439	41	88
534910	3469	325	110	2418	196	110
535336	877	86	83	865	72	83
535044	1043	107	123	718	67	123
536624	815	79	86	718	60	86
536523	323	38	100	218	27	100
550760	750	75	80	804	67	80
533937	962	94	113	1128	96	113
533745	524	54	83	508	45	83
534231	1578	147	126	1820	147	126
478105	970	90	81	1072	87	81
475646	428	46	100	468	43	100
535754	2530	217	87	2416	186	87
535634	2101	182	105	1028	79	105
535320	1430	128	82	932	78	82
535030	714	71	110	782	64	110
536616	280	34	98	297	32	98
536520	3205	286	108	3200	228	108
536175	1785	161	84	1639	130	84
533922	1020	99	119	1077	82	119
533604	2436	220	79	1643	131	79
534227	2041	184	131	1667	123	131
476693	763	74	84	786	64	84
477909	712	72	125	804	68	125
535707	218	28	100	236	27	100
535629	1593	150	126	1478	120	126
535310	1056	99	92	708	61	92
535029	743	81	135	581	56	135
536606	1837	170	89	1471	116	89
536415	517	56	108	506	48	108
536154	657	68	78	665	59	78
533847	1591	138	125	1004	81	125
534320	1283	122	91	1106	92	91
534215	5301	448	117	3874	291	117
478041	843	85	88	1982	157	88
477222	136	21	97	165	21	97
534981	917	90	75	781	66	75
534886	3913	318	102	2956	206	102
535262	657	67	71	562	51	71
535025	257	32	96	284	29	96
536592	3609	327	72	3311	257	72
536374	1191	114	114	1461	107	114
550614	459	51	98	412	41	98
533826	999	94	122	847	67	122
532892	1674	154	93	1644	127	93
533494	1271	113	124	1483	110	124
478026	712	74	88	816	71	88
476127	2776	241	104	1997	153	104
534970	288	36	98	297	33	98
535568	782	75	137	616	53	137
535258	1458	138	87	1074	91	87
536591	817	84	87	723	63	87
536287	6106	550	110	4546	347	110
536007	550	60	85	567	53	85
533816	359	41	109	454	44	109
533584	1045	102	87	1386	113	87
534195	443	46	117	426	41	117
476501	875	82	73	727	62	73
535934	9588	809	103	6448	458	103
535685	742	71	80	563	51	80
535538	1089	102	113	662	55	113
535257	5262	456	73	2882	217	73
536664	346	40	93	340	32	93
536565	3692	320	77	2530	199	77
550855	11290	943	103	13281	890	103
550564	413	46	100	358	37	100
533799	553	55	118	820	66	118
534292	874	85	80	787	65	80
477230	1351	130	92	1294	106	92
535912	3415	285	113	3250	244	113
535648	1546	143	89	1445	118	89
535528	2343	199	115	1779	138	115
535209	2737	246	77	2411	187	77
536663	8171	702	111	4663	355	111
536543	17062	1481	72	10404	738	72
550831	199	27	98	174	22	98
533993	2666	244	79	2681	204	79
533797	3164	298	110	3402	272	110
534184	816	82	134	560	51	134
1126031	965	95	88	906	76	88
1125295	152	22	100	153	21	100
1107874	200	27	100	197	24	100
1108042	2344	205	138	1155	96	138
1107846	1774	158	87	1269	101	87
1107584	2674	243	122	1939	149	122
1107386	3119	274	87	2149	164	87
391237	424	47	96	495	46	96
390134	1097	107	88	1250	101	88
402278	1872	174	93	1789	137	93
401390	50	15	90	56	14	90
1126020	1787	160	96	2079	156	96
1125270	117	20	96	121	18	96
1107850	3443	295	85	3202	237	85
1097514	740	69	114	836	66	114
1107774	332	39	100	320	34	100
1107566	191	25	95	201	24	95
1106617	146	23	100	162	22	100
391220	1260	112	118	1359	106	118
390092	109	19	98	112	18	98
401641	6560	571	124	4756	338	124
402206	2628	239	91	2227	170	91
400641	477	49	100	442	40	100
1125282	255	33	100	244	28	100
1125248	118	20	90	177	24	90
1107849	208	28	98	282	30	98
1097493	563	57	100	547	50	100
1107751	8909	771	78	7327	553	78
1107551	2704	232	95	4997	362	95
1107314	935	89	77	717	62	77
390464	895	86	110	1037	85	110
390022	1578	150	92	1550	124	92
402354	1358	129	106	1052	91	106
389563	407	46	97	478	45	97
400635	2482	226	128	2932	224	128
1125234	11532	987	82	13488	1002	82
1125106	375	42	100	381	37	100
1107828	283	35	100	222	26	100
1107961	330	38	100	268	29	100
1107745	1575	151	90	1078	90	90
1106802	681	70	124	741	62	124
1108039	1033	98	84	851	74	84
391129	1132	107	132	1111	86	132
401932	591	61	81	677	61	81
402319	1552	145	123	1276	100	123
389562	692	69	87	875	73	87
401350	126	20	100	132	19	100
1125142	224	30	100	236	27	100
1125099	704	68	100	437	41	100
1107755	301	36	100	320	34	100
1107943	452	47	100	401	38	100
1107685	704	71	97	444	43	97
1107479	1348	128	119	872	76	119
1108013	2079	185	103	1460	117	103
391119	1064	99	113	1134	93	113
402621	2223	197	91	2291	178	91
402303	311	37	100	340	35	100
400767	162	24	100	201	25	100
401315	550	58	98	459	45	98
1125088	359	41	98	354	36	98
1125035	745	74	134	809	66	134
1107754	367	41	98	339	34	98
1107920	488	51	98	466	42	98
1107676	275	33	98	280	31	98
1107454	958	88	114	752	62	114
1105806	1782	159	87	1133	91	87
391084	897	82	114	730	59	114
389987	1489	132	91	2510	189	91
400759	271	33	97	315	34	97
401306	1154	105	112	864	68	112
1125013	1410	133	84	1127	95	84
1125027	7326	642	97	7349	558	97
1107733	449	49	98	457	44	98
1107871	344	40	100	339	35	100
1107602	168	25	100	172	23	100
1107446	461	53	100	401	42	100
400093	208	29	100	270	30	100
402966	818	81	114	821	72	114
389909	1146	113	90	1066	87	90
400842	4594	399	111	4592	353	111
400713	293	35	100	343	35	100
389345	477	51	100	469	46	100
1125347	101	18	93	115	19	93
1125009	9980	821	113	9647	641	113
1107730	2365	201	90	2098	160	90
1107868	11352	948	109	11306	749	109
1106865	266	32	93	277	31	93
1107396	2969	259	117	2615	192	117
400087	989	95	87	963	81	87
390147	2086	180	128	2144	154	128
389745	1191	114	91	1290	103	91
402298	435	46	100	465	41	100
401418	2421	219	96	2534	192	96
1040661	1734	159	90	2419	180	90
1040522	582	63	114	693	62	114
1040154	2590	231	78	5003	355	78
1077580	34	13	67	33	12	67
1077480	624	62	71	380	37	71
1077765	269	34	97	290	31	97
1077714	432	37	98	512	41	98
1077599	599	52	106	633	48	106
1077517	11744	935	76	3614	256	76
1077423	3923	294	109	2993	216	109
1040479	176	25	98	182	24	98
1040166	1670	155	130	726	61	130
1040630	3298	299	79	3563	261	79
1040517	1335	127	132	822	75	132
1077745	399	44	100	345	34	100
1077579	255	32	97	286	32	97
1077458	1497	145	86	3544	283	86
1077761	9269	823	107	3640	301	107
1077712	1653	122	87	1731	118	87
1077589	956	79	127	898	69	127
1077503	2476	210	86	1420	107	86
1077402	1715	154	126	1207	99	126
1040404	759	75	82	503	48	82
1040119	1053	111	142	818	77	142
1040610	2681	241	91	2600	207	91
1040515	606	61	77	589	50	77
1077744	991	95	83	1047	88	83
1077557	2037	172	88	1904	128	88
1040887	803	79	92	1119	91	92
1077759	434	46	100	466	42	100
1077687	5861	524	73	2763	210	73
1077587	440	47	100	430	41	100
1077502	2591	233	88	2258	174	88
1077399	1072	99	118	1233	97	118
1040336	369	42	96	346	36	96
1040115	2041	182	116	2159	156	116
1040600	531	57	93	509	48	93
1040369	196	27	100	226	27	100
1077724	265	34	98	241	28	98
1077556	233	30	100	242	28	100
1040886	1706	164	94	1489	122	94
1077755	864	89	134	731	67	134
1077682	437	49	77	460	44	77
1077575	588	61	124	633	57	124
1077501	595	63	89	690	60	89
1091798	2836	261	117	1842	146	117
1040265	1030	98	95	893	75	95
1040071	721	72	122	611	54	122
1040596	660	68	71	597	55	71
1040323	928	89	112	732	61	112
1077673	385	45	100	408	41	100
1077532	12494	1078	106	7080	523	106
1040879	470	52	93	449	45	93
1077738	1953	181	124	1595	125	124
1077666	2144	200	85	810	72	85
1077565	1136	107	118	1153	89	118
1077495	1161	115	85	1005	88	85
1091786	309	37	100	306	32	100
1040259	5287	482	80	2583	203	80
1040045	1366	131	117	1426	113	117
1040588	597	62	86	514	47	86
1040230	993	98	129	1344	110	129
1077648	6682	601	87	4105	312	87
1077529	570	60	123	633	57	123
1040853	810	83	90	821	71	90
1077734	3715	345	107	3118	243	107
1077645	28891	2613	75	14835	1101	75
1077563	1463	139	138	998	86	138
1077477	2897	266	78	1525	123	78
1091724	692	72	139	678	63	139
1040237	1330	130	92	1296	105	92
1040038	871	88	128	862	76	128
1040585	2882	277	77	2552	200	77
1040225	915	87	118	851	70	118
1077628	1202	120	86	2479	195	86
1077485	367	40	100	352	34	100
1077767	601	63	87	867	75	87
1077729	684	69	116	608	53	116
1077617	2031	182	94	1405	113	94
1077551	1400	131	117	943	76	117
1077443	2539	225	81	3041	232	81
1040192	408	45	100	440	43	100
1040034	234	30	98	231	26	98
1040536	502	56	81	568	51	81
1040200	571	61	122	586	55	122
1077603	1558	149	89	1382	109	89
1077484	1870	171	116	1258	106	116
1077766	261	33	100	334	34	100
1077718	779	79	120	844	74	120
1077610	1983	181	88	1341	105	88
1077547	1143	113	140	685	64	140
1077424	1162	113	86	1697	136	86
1040499	2401	228	119	2419	196	119
1040190	445	49	80	401	39	80
1040023	1432	140	129	1590	129	129
1246587	229	30	96	250	28	96
1245774	1670	154	125	1807	145	125
1245679	14107	1226	77	14311	997	77
1246258	430	47	100	443	43	100
1248592	182	26	98	176	22	98
1248296	150	23	98	166	22	98
1248231	1212	117	85	1292	104	85
1248104	1009	96	123	797	70	123
1263202	2737	248	91	2775	217	91
1243966	266	33	100	298	33	100
1243612	361	41	100	259	29	100
1226706	919	91	123	864	76	123
1245848	1166	107	86	974	80	86
1245764	2686	261	122	2767	220	122
1244946	1012	96	93	1042	86	93
1246251	2185	210	128	2144	170	128
1247849	4817	436	82	3395	265	82
1262875	985	100	124	931	79	124
1248207	129	21	97	136	20	97
1263397	414	48	100	385	39	100
1263199	223	30	97	229	27	97
1243878	1223	123	118	1378	116	118
1244328	783	77	87	754	63	87
1226703	1008	101	112	747	66	112
1245824	396	45	100	384	38	100
1247178	1267	122	109	1261	105	109
1247093	2698	241	89	2731	201	89
1246201	2257	206	123	1757	139	123
1248386	291	35	97	293	31	97
1262864	863	86	119	888	79	119
1248193	1289	121	95	1465	118	95
1248058	172	24	98	200	24	98
1263158	176	25	100	254	29	100
1243807	9177	788	108	9008	703	108
1226871	804	77	82	757	63	82
1244161	1348	120	115	589	55	115
1246549	266	33	97	264	29	97
1247170	520	56	100	557	52	100
1245631	461	51	100	495	48	100
1247968	1070	105	112	800	68	112
1248365	1799	169	100	827	73	100
1248283	2198	219	124	3239	255	124
1248160	2343	214	90	2515	194	90
1263364	1042	102	119	748	64	119
1263107	495	54	100	528	49	100
1226968	9550	855	110	10602	773	110
1226854	719	73	79	670	60	79
1226653	2649	251	110	2905	225	110
1246535	946	94	84	1230	100	84
1246432	1960	183	134	1521	130	134
1247019	871	66	86	891	66	86
1248640	122	19	95	140	19	95
1247634	1315	110	86	1379	99	86
1248271	1098	97	120	1266	97	120
1263461	1097	104	76	1196	97	76
1263315	5982	521	107	5809	431	107
1263105	350	42	100	374	38	100
1226954	2063	186	130	2138	163	130
1226790	1745	163	89	1687	131	89
1243393	7357	639	107	7290	531	107
1247240	685	70	73	715	62	73
1246431	713	71	121	726	62	121
1245570	3972	304	91	3051	200	91
1247907	4741	364	113	4160	273	113
1247611	1451	124	101	831	65	101
1247516	364	40	100	403	39	100
1248145	157	23	97	205	25	97
1263246	433	47	100	363	38	100
1263096	858	85	88	1086	92	88
1226947	250	32	100	219	26	100
1226755	1018	95	88	1100	87	88
1244088	2195	193	117	3069	228	117
1246510	1896	171	67	1495	118	67
1246415	998	95	124	997	84	124
1246296	283	34	98	340	34	98
1248615	1211	114	138	1216	101	138
1262899	566	60	100	480	45	100
1247515	4263	378	105	3584	275	105
1248131	1692	160	88	793	67	88
1263237	208	27	96	237	26	96
1263009	270	34	100	275	30	100
1243679	372	44	100	310	33	100
1226752	285	35	98	331	34	98
1226576	980	94	101	1049	87	101
1245778	278	34	96	261	29	96
1246405	3024	262	115	2951	229	115
1245566	1906	176	92	1869	147	92
1248601	1431	132	126	1504	119	126
1262894	2219	201	96	2217	172	96
1247511	898	81	127	858	68	127
1263413	1221	111	97	913	73	97
1243994	187	26	93	239	27	93
1243653	1503	145	137	1355	116	137
1226720	195	26	98	196	24	98
1226574	709	69	107	574	52	107
640725	188	26	93	199	24	93
636607	1037	99	101	1040	87	101
636512	629	64	92	591	52	92
636435	193	25	87	244	26	87
637072	1013	97	97	743	64	97
636188	244	31	97	241	27	97
636838	261	33	96	278	30	96
640532	1183	109	111	750	66	111
640133	137	22	95	161	22	95
638924	152	23	92	143	21	92
637864	172	24	95	205	25	95
639180	210	28	96	227	27	96
636698	689	69	80	729	65	80
637302	1639	153	125	1720	136	125
637222	166	23	87	147	20	87
636421	261	33	100	253	29	100
636331	1294	120	58	1409	114	58
636172	1182	115	128	906	81	128
636755	94	18	100	97	17	100
640504	828	81	120	806	66	120
640074	604	62	91	613	54	91
638906	1263	118	128	1419	109	128
638580	166	24	95	166	22	95
638441	288	35	100	237	27	100
636674	386	45	100	428	42	100
636564	1726	167	106	1863	156	106
637214	784	76	85	914	77	85
637112	2694	253	100	2846	238	100
637059	1058	95	80	838	69	80
636958	700	73	105	888	79	105
636738	143	22	90	159	21	90
640460	3374	301	103	4719	379	103
640069	3203	277	76	3454	252	76
639604	1200	113	115	1333	117	115
637832	3042	279	52	4039	309	52
639130	243	32	95	237	29	95
636662	377	44	97	324	35	97
636543	1376	132	121	1447	116	121
637211	361	41	96	394	39	96
636395	1245	118	121	1302	106	121
636322	218	30	100	227	27	100
636948	235	30	100	250	29	100
638093	511	54	72	571	53	72
640317	263	32	100	316	33	100
639935	1631	152	93	1738	139	93
638899	517	57	100	540	51	100
639277	2601	236	83	2142	165	83
639085	842	83	119	954	81	119
636657	1939	182	93	2308	182	93
636533	145	24	94	143	21	94
637208	1906	168	82	1855	144	82
636390	125	21	97	145	21	97
